# maelstrom - GimmeMotifs version 0.16.1
# method: hypergeom with motif count
# motif table: /media/ia1014/2011CBA352BBC48B/ipek/K27ac_at_FOXg1_peaks_maelstrom.out/motif.nr.count.txt.gz
# activity values: -log10-transformed, BH-corrected hypergeometric p-values
	cluster_1	cluster_2	cluster_3	cluster_4
GM.5.0.Nuclear_receptor.0109	-0.0	-0.0	-0.0	47.73570677574034
GM.5.0.Unknown.0070	-0.0	-0.0	-0.0	33.4497003107794
GM.5.0.C2H2_ZF.0248	-0.0	-0.0	-0.0	-0.0
GM.5.0.Forkhead.0027	-0.0	-0.0	-0.0	51.6766535613057
GM.5.0.GATA.0021	-0.0	-0.0	-0.0	53.95007586482705
GM.5.0.Mixed.0074	-0.0	-0.0	-0.0	44.89960940943883
GM.5.0.Homeodomain.0098	-0.0	-0.0	-0.0	87.34874226232158
GM.5.0.Mixed.0100	-0.0	-0.0	-0.0	44.330399476414335
GM.5.0.bZIP.0083	-0.0	-0.0	-0.0	139.30812937639456
GM.5.0.IRF.0012	-0.0	-0.0	-0.0	34.600952759127914
GM.5.0.Mixed.0062	-0.0	-0.0	-0.0	49.987695592859424
GM.5.0.Myb_SANT.0017	-0.0	-0.0	-0.0	41.484294203368506
GM.5.0.Mixed.0061	-0.0	-0.0	-0.0	38.0445427774213
GM.5.0.Nuclear_receptor.0079	-0.0	-0.0	-0.0	51.6766535613057
GM.5.0.Paired_box.0002	-0.0	-0.0	-0.0	58.467057223487366
GM.5.0.MADS_box.0019	-0.0	-0.0	-0.0	51.11534570818544
GM.5.0.bZIP.0065	-0.0	-0.0	-0.0	56.763722869396666
GM.5.0.bZIP.0067	-0.0	-0.0	-0.0	54.512476542993966
GM.5.0.C2H2_ZF.0036	-0.0	-0.0	-0.0	41.484294203368506
GM.5.0.Unknown.0060	-0.0	-0.0	-0.0	43.757756555270866
GM.5.0.Unknown.0036	-0.0	-0.0	-0.0	41.484294203368506
GM.5.0.Rel.0019	-0.0	-0.0	-0.0	53.3816762060047
GM.5.0.Mixed.0056	-0.0	-0.0	-0.0	52.24239580998035
GM.5.0.C2H2_ZF.0200	-0.0	-0.0	-0.0	35.749578921640015
GM.5.0.C2H2_ZF.0131	-0.0	-0.0	-0.0	42.61430640164958
GM.5.0.Homeodomain_POU.0025	-0.0	-0.0	-0.0	53.3816762060047
GM.5.0.Unknown.0180	-0.0	-0.0	-0.0	27.119932825330636
GM.5.0.THAP_finger.0004	-0.0	-0.0	-0.0	45.46050059194577
GM.5.0.Unknown.0082	-0.0	-0.0	-0.0	49.42597521359707
GM.5.0.TEA.0004	-0.0	-0.0	-0.0	43.18289971079763
GM.5.0.Mixed.0013	-0.0	-0.0	-0.0	42.04649041274536
GM.5.0.Unknown.0108	-0.0	-0.0	-0.0	47.73570677574034
GM.5.0.Homeodomain.0187	-0.0	-0.0	-0.0	41.484294203368506
GM.5.0.C2H2_ZF.0077	-0.0	-0.0	-0.0	31.149432414647315
GM.5.0.DP_E2F.0001	-0.0	-0.0	-0.0	40.3414439679639
GM.5.0.Unknown.0009	-0.0	-0.0	-0.0	48.29790968252548
GM.5.0.Paired_box.0022	-0.0	-0.0	-0.0	33.4497003107794
GM.5.0.bZIP.0027	-0.0	-0.0	-0.0	36.896286497145745
GM.5.0.Homeodomain.0082	-0.0	-0.0	-0.0	40.91293119414925
GM.5.0.C2H2_ZF.0195	-0.0	-0.0	-0.0	50.54556365019171
GM.5.0.Rel.0024	-0.0	-0.0	-0.0	73.10964754933416
GM.5.0.bHLH.0019	-0.0	-0.0	-0.0	54.512476542993966
GM.5.0.SAND.0007	-0.0	-0.0	-0.0	46.59735461457746
GM.5.0.Homeodomain_POU.0026	-0.0	-0.0	-0.0	34.600952759127914
GM.5.0.C2H2_ZF.0134	-0.0	-0.0	-0.0	44.89960940943883
GM.5.0.C2H2_ZF.0260	-0.0	-0.0	-0.0	84.51405110241072
GM.5.0.MADS_box.0018	-0.0	-0.0	-0.0	71.99335168329452
GM.5.0.p53.0004	-0.0	-0.0	-0.0	57.897216332539934
GM.5.0.Ets.0021	-0.0	-0.0	-0.0	36.32339837234824
GM.5.0.T-box.0002	-0.0	-0.0	-0.0	47.73570677574034
GM.5.0.Unknown.0055	-0.0	-0.0	-0.0	60.71391624519107
GM.5.0.Unknown.0100	-0.0	-0.0	-0.0	56.201867354357915
GM.5.0.C2H2_ZF.0140	-0.0	-0.0	-0.0	-0.0
GM.5.0.Mixed.0072	-0.0	-0.0	-0.0	30.574507092678438
GM.5.0.C2H2_ZF.0032	-0.0	-0.0	-0.0	40.91293119414925
GM.5.0.Unknown.0043	-0.0	-0.0	-0.0	-0.0
GM.5.0.Nuclear_receptor.0001	-0.0	-0.0	-0.0	40.91293119414925
GM.5.0.C2H2_ZF.0108	-0.0	-0.0	-0.0	55.0761959612621
GM.5.0.Mixed.0076	-0.0	-0.0	-0.0	48.29790968252548
GM.5.0.AT_hook.0006	-0.0	-0.0	-0.0	25.96457175229677
GM.5.0.STAT.0014	-0.0	-0.0	-0.0	44.330399476414335
GM.5.0.Mixed.0063	-0.0	-0.0	-0.0	49.987695592859424
GM.5.0.Unknown.0084	-0.0	-0.0	-0.0	59.58795973868357
GM.5.0.Mixed.0058	-0.0	-0.0	-0.0	-0.0
GM.5.0.C2H2_ZF.0230	-0.0	-0.0	-0.0	38.61814764437174
GM.5.0.TEA.0008	-0.0	-0.0	-0.0	48.863584378327815
GM.5.0.Paired_box.0015	-0.0	-0.0	-0.0	44.89960940943883
GM.5.0.Homeodomain.0113	-0.0	-0.0	-0.0	47.73570677574034
GM.5.0.C2H2_ZF.0078	-0.0	-0.0	-0.0	29.420680703774945
GM.5.0.Homeodomain.0003	-0.0	-0.0	-0.0	39.76891019586513
GM.5.0.Mixed.0041	-0.0	-0.0	-0.0	46.0266560767202
GM.5.0.Forkhead.0031	-0.0	-0.0	-0.0	55.0761959612621
GM.5.0.Mixed.0073	-0.0	-0.0	-0.0	48.29790968252548
GM.5.0.Ets.0019	-0.0	-0.0	-0.0	44.89960940943883
GM.5.0.GATA.0001	-0.0	-0.0	-0.0	51.11534570818544
GM.5.0.C2H2_ZF.0252	-0.0	-0.0	-0.0	39.19261779981447
GM.5.0.Sox.0036	-0.0	-0.0	-0.0	48.863584378327815
GM.5.0.IRF.0003	-0.0	-0.0	-0.0	-0.0
GM.5.0.C2H2_ZF.0049	-0.0	-0.0	-0.0	59.02918285527288
GM.5.0.Myb_SANT.0001	-0.0	-0.0	-0.0	43.757756555270866
GM.5.0.bZIP.0034	-0.0	-0.0	-0.0	54.512476542993966
GM.5.0.Nuclear_receptor.0054	-0.0	-0.0	-0.0	-0.0
GM.5.0.Nuclear_receptor.0094	-0.0	-0.0	-0.0	56.763722869396666
GM.5.0.Homeodomain_POU.0024	-0.0	-0.0	-0.0	41.484294203368506
GM.5.0.GATA.0020	-0.0	-0.0	-0.0	60.1457132384825
GM.5.0.C2H2_ZF.0267	-0.0	-0.0	-0.0	58.467057223487366
GM.5.0.HSF.0007	-0.0	-0.0	-0.0	59.02918285527288
GM.5.0.C2H2_ZF.0098	-0.0	-0.0	-0.0	65.23280847625249
GM.5.0.bHLH.0024	-0.0	-0.0	-0.0	42.61430640164958
GM.5.0.Unknown.0003	-0.0	-0.0	-0.0	-0.0
GM.5.0.C2H2_ZF.0265	-0.0	-0.0	-0.0	27.119932825330636
GM.5.0.Homeodomain.0170	-0.0	-0.0	-0.0	66.35283852061602
GM.5.0.C2H2_ZF.0011	-0.0	-0.0	-0.0	61.2729359447312
GM.5.0.Unknown.0046	-0.0	-0.0	-0.0	49.42597521359707
GM.5.0.Homeodomain_POU.0022	-0.0	-0.0	-0.0	44.330399476414335
GM.5.0.Paired_box.0012	-0.0	-0.0	-0.0	58.467057223487366
GM.5.0.Unknown.0038	-0.0	-0.0	-0.0	112.45847751708752
GM.5.0.bZIP.0089	-0.0	-0.0	-0.0	27.119932825330636
GM.5.0.Homeodomain.0046	-0.0	-0.0	-0.0	86.2437728005868
GM.5.0.Sox.0016	-0.0	-0.0	-0.0	45.46050059194577
GM.5.0.Unknown.0206	-0.0	-0.0	-0.0	43.18289971079763
GM.5.0.STAT.0017	-0.0	-0.0	-0.0	73.67622941316205
GM.5.0.Homeodomain.0150	-0.0	-0.0	-0.0	61.2729359447312
GM.5.0.Unknown.0102	-0.0	-0.0	-0.0	52.24239580998035
GM.5.0.bZIP.0092	-0.0	-0.0	-0.0	52.81477326663907
GM.5.0.Unknown.0119	-0.0	-0.0	-0.0	45.46050059194577
GM.5.0.Forkhead.0050	-0.0	-0.0	-0.0	65.80484078625975
GM.5.0.Unknown.0181	-0.0	-0.0	-0.0	83.36413119457677
GM.5.0.C2H2_ZF.0034	-0.0	-0.0	-0.0	41.484294203368506
GM.5.0.E2F.0020	-0.0	-0.0	-0.0	57.897216332539934
GM.5.0.Unknown.0024	-0.0	-0.0	-0.0	-0.0
GM.5.0.Mixed.0108	-0.0	-0.0	-0.0	74.80816635083488
GM.5.0.Mixed.0037	-0.0	-0.0	-0.0	59.58795973868357
GM.5.0.C2H2_ZF.0168	-0.0	-0.0	-0.0	123.38561031580205
GM.5.0.C2H2_ZF.0232	-0.0	-0.0	-0.0	27.119932825330636
GM.5.0.Homeodomain.0143	-0.0	-0.0	-0.0	47.17039051289171
GM.5.0.Unknown.0093	-0.0	-0.0	-0.0	99.9054375755059
GM.5.0.Unknown.0124	-0.0	-0.0	-0.0	-0.0
GM.5.0.C2H2_ZF.0285	-0.0	-0.0	-0.0	44.330399476414335
GM.5.0.Mixed.0087	-0.0	-0.0	-0.0	49.987695592859424
GM.5.0.Homeodomain.0042	-0.0	-0.0	-0.0	40.91293119414925
GM.5.0.Homeodomain.0080	-0.0	-0.0	-0.0	43.18289971079763
GM.5.0.IRF.0005	-0.0	-0.0	-0.0	42.04649041274536
GM.5.0.Homeodomain.0136	-0.0	-0.0	-0.0	92.46357415954526
GM.5.0.C2H2_ZF.0112	-0.0	-0.0	-0.0	64.67868142264251
GM.5.0.Ets.0031	-0.0	-0.0	-0.0	51.11534570818544
GM.5.0.Mixed.0075	-0.0	-0.0	-0.0	45.46050059194577
GM.5.0.Mixed.0030	-0.0	-0.0	-0.0	28.268414953227715
GM.5.0.MADS_box.0015	-0.0	-0.0	-0.0	71.99335168329452
GM.5.0.Unknown.0133	-0.0	-0.0	-0.0	51.6766535613057
GM.5.0.Unknown.0085	-0.0	-0.0	-0.0	62.98045517992967
GM.5.0.CENPB.0001	-0.0	-0.0	-0.0	38.61814764437174
GM.5.0.Unknown.0176	-0.0	-0.0	-0.0	-0.0
GM.5.0.Forkhead.0004	-0.0	-0.0	-0.0	40.3414439679639
GM.5.0.GATA.0012	-0.0	-0.0	-0.0	-0.0
GM.5.0.Homeodomain.0201	-0.0	-0.0	-0.0	55.630989314862845
GM.5.0.Unknown.0121	-0.0	-0.0	-0.0	271.3841236730583
GM.5.0.bZIP.0043	-0.0	-0.0	-0.0	50.54556365019171
GM.5.0.Unknown.0175	-0.0	-0.0	-0.0	70.85680689585442
GM.5.0.C2H2_ZF.0162	-0.0	-0.0	-0.0	64.67868142264251
GM.5.0.Homeodomain.0037	-0.0	-0.0	-0.0	36.32339837234824
GM.5.0.Unknown.0196	-0.0	-0.0	-0.0	44.330399476414335
GM.5.0.Sox.0031	-0.0	-0.0	-0.0	-0.0
GM.5.0.Unknown.0078	-0.0	-0.0	-0.0	49.987695592859424
GM.5.0.E2F.0008	-0.0	-0.0	-0.0	45.46050059194577
GM.5.0.Unknown.0183	-0.0	-0.0	-0.0	44.89960940943883
GM.5.0.C2H2_ZF.0150	-0.0	-0.0	-0.0	49.987695592859424
GM.5.0.Homeodomain.0030	-0.0	-0.0	-0.0	67.47798599186675
GM.5.0.Unknown.0173	-0.0	-0.0	-0.0	38.0445427774213
GM.5.0.bZIP.0068	-0.0	-0.0	-0.0	52.81477326663907
GM.5.0.Nuclear_receptor.0128	-0.0	-0.0	-0.0	57.897216332539934
GM.5.0.bHLH.0112	-0.0	-0.0	-0.0	68.0348734059827
GM.5.0.IRF.0019	-0.0	-0.0	-0.0	64.11642337664873
GM.5.0.Sox.0012	-0.0	-0.0	-0.0	41.484294203368506
GM.5.0.bHLH.0051	-0.0	-0.0	-0.0	60.71391624519107
GM.5.0.HSF.0004	-0.0	-0.0	-0.0	50.54556365019171
GM.5.0.T-box.0016	-0.0	-0.0	-0.0	67.47798599186675
GM.5.0.bHLH.0057	-0.0	-0.0	-0.0	52.81477326663907
GM.5.0.C2H2_ZF.0271	-0.0	-0.0	-0.0	48.29790968252548
GM.5.0.Nuclear_receptor.0144	-0.0	-0.0	-0.0	53.95007586482705
GM.5.0.Unknown.0122	-0.0	-0.0	-0.0	60.71391624519107
GM.5.0.Grainyhead.0005	-0.0	-0.0	-0.0	-0.0
GM.5.0.Unknown.0147	-0.0	-0.0	-0.0	47.73570677574034
GM.5.0.SAND.0008	-0.0	-0.0	-0.0	54.512476542993966
GM.5.0.STAT.0007	-0.0	-0.0	-0.0	31.722717809362397
GM.5.0.C2H2_ZF.0088	-0.0	-0.0	-0.0	55.0761959612621
GM.5.0.Homeodomain.0010	-0.0	-0.0	-0.0	82.23291739989718
GM.5.0.C2H2_ZF.0179	-0.0	-0.0	-0.0	68.60027478277634
GM.5.0.Unknown.0109	-0.0	-0.0	-0.0	42.61430640164958
GM.5.0.Unknown.0057	-0.0	-0.0	-0.0	60.71391624519107
GM.5.0.C2H2_ZF.0105	-0.0	-0.0	-0.0	28.843380687055248
GM.5.0.MADS_box.0017	-0.0	-0.0	-0.0	-0.0
GM.5.0.GATA.0030	-0.0	-0.0	-0.0	47.73570677574034
GM.5.0.STAT.0019	-0.0	-0.0	-0.0	49.42597521359707
GM.5.0.bHLH.0119	-0.0	-0.0	-0.0	42.04649041274536
GM.5.0.bHLH.0126	-0.0	-0.0	-0.0	55.0761959612621
GM.5.0.Nuclear_receptor.0122	-0.0	-0.0	-0.0	67.47798599186675
GM.5.0.Unknown.0182	-0.0	-0.0	-0.0	65.80484078625975
GM.5.0.CSL.0003	-0.0	-0.0	-0.0	67.47798599186675
GM.5.0.C2H2_ZF.0303	-0.0	-0.0	-0.0	59.02918285527288
GM.5.0.bHLH.0037	-0.0	-0.0	-0.0	67.47798599186675
GM.5.0.bZIP.0020	-0.0	-0.0	-0.0	61.2729359447312
GM.5.0.Ets.0024	-0.0	-0.0	-0.0	44.89960940943883
GM.5.0.C2H2_ZF.0229	-0.0	-0.0	-0.0	46.0266560767202
GM.5.0.bHLH.0083	-0.0	-0.0	-0.0	53.95007586482705
GM.5.0.Homeodomain.0112	-0.0	-0.0	-0.0	47.17039051289171
GM.5.0.Unknown.0079	-0.0	-0.0	-0.0	-0.0
GM.5.0.C2H2_ZF.0052	-0.0	-0.0	-0.0	61.83095358248131
GM.5.0.Sox.0023	-0.0	-0.0	-0.0	66.35283852061602
GM.5.0.C2H2_ZF.0094	-0.0	-0.0	-0.0	68.60027478277634
GM.5.0.Mixed.0096	-0.0	-0.0	-0.0	52.24239580998035
GM.5.0.Homeodomain.0038	-0.0	-0.0	-0.0	-0.0
GM.5.0.Homeodomain.0079	-0.0	-0.0	-0.0	-0.0
GM.5.0.MADS_box.0004	-0.0	-0.0	-0.0	75.35080169305832
GM.5.0.SMAD.0014	-0.0	-0.0	-0.0	73.67622941316205
GM.5.0.C2H2_ZF.0003	-0.0	-0.0	-0.0	47.73570677574034
GM.5.0.Forkhead.0047	-0.0	-0.0	-0.0	69.7244278232603
GM.5.0.C2H2_ZF.0173	-0.0	-0.0	-0.0	51.11534570818544
GM.5.0.T-box.0004	-0.0	-0.0	-0.0	65.80484078625975
GM.5.0.Unknown.0148	-0.0	-0.0	-0.0	55.0761959612621
GM.5.0.C2H2_ZF.0170	-0.0	-0.0	-0.0	40.3414439679639
GM.5.0.Unknown.0073	-0.0	-0.0	-0.0	64.67868142264251
GM.5.0.C2H2_ZF.0266	-0.0	-0.0	-0.0	61.2729359447312
GM.5.0.Unknown.0056	-0.0	-0.0	-0.0	-0.0
GM.5.0.C2H2_ZF.0046	-0.0	-0.0	-0.0	71.99335168329452
GM.5.0.E2F.0007	-0.0	-0.0	-0.0	66.91997787367193
GM.5.0.Unknown.0011	-0.0	-0.0	-0.0	66.91997787367193
GM.5.0.C2H2_ZF.0183	-0.0	-0.0	-0.0	48.863584378327815
GM.5.0.Homeodomain.0130	-0.0	-0.0	-0.0	55.0761959612621
GM.5.0.C2H2_ZF.0143	-0.0	-0.0	-0.0	55.0761959612621
GM.5.0.Homeodomain.0050	-0.0	-0.0	-0.0	74.80816635083488
GM.5.0.C2H2_ZF.0316	-0.0	-0.0	-0.0	47.17039051289171
GM.5.0.Homeodomain.0160	-0.0	-0.0	-0.0	49.987695592859424
GM.5.0.Unknown.0139	-0.0	-0.0	-0.0	64.67868142264251
GM.5.0.C2H2_ZF.0043	-0.0	-0.0	-0.0	50.54556365019171
GM.5.0.Homeodomain.0138	-0.0	-0.0	-0.0	-0.0
GM.5.0.Unknown.0014	-0.0	-0.0	-0.0	46.59735461457746
GM.5.0.bZIP.0016	-0.0	-0.0	-0.0	45.46050059194577
GM.5.0.Homeodomain.0180	-0.0	-0.0	-0.0	48.863584378327815
GM.5.0.C2H2_ZF.0136	-0.0	-0.0	-0.0	42.04649041274536
GM.5.0.C2H2_ZF.0208	-0.0	-0.0	-0.0	82.23291739989718
GM.5.0.C2H2_ZF.0060	-0.0	-0.0	-0.0	36.32339837234824
GM.5.0.Myb_SANT.0006	-0.0	-0.0	-0.0	55.0761959612621
GM.5.0.Unknown.0208	-0.0	-0.0	-0.0	68.60027478277634
GM.5.0.Forkhead.0045	-0.0	-0.0	-0.0	51.6766535613057
GM.5.0.Homeodomain.0077	-0.0	-0.0	-0.0	87.34874226232158
GM.5.0.C2H2_ZF.0228	-0.0	-0.0	-0.0	46.0266560767202
GM.5.0.C2H2_ZF.0018	-0.0	-0.0	-0.0	59.58795973868357
GM.5.0.Mixed.0049	-0.0	-0.0	-0.0	57.32717916515067
GM.5.0.GATA.0009	-0.0	-0.0	-0.0	57.32717916515067
GM.5.0.C2H2_ZF.0063	-0.0	-0.0	-0.0	69.7244278232603
GM.5.0.Unknown.0140	-0.0	-0.0	-0.0	48.29790968252548
GM.5.0.Mixed.0053	-0.0	-0.0	-0.0	87.9046340339734
GM.5.0.Homeodomain.0151	-0.0	-0.0	-0.0	77.06628867551501
GM.5.0.Forkhead.0044	-0.0	-0.0	-0.0	65.80484078625975
GM.5.0.Forkhead.0015	-0.0	-0.0	-0.0	63.54360512622008
GM.5.0.Nuclear_receptor.0086	-0.0	-0.0	-0.0	56.201867354357915
GM.5.0.Homeodomain.0054	-0.0	-0.0	-0.0	62.40413122732865
GM.5.0.Ets.0035	-0.0	-0.0	-0.0	53.3816762060047
GM.5.0.Homeodomain.0169	-0.0	-0.0	-0.0	73.10964754933416
GM.5.0.Nuclear_receptor.0025	-0.0	-0.0	-0.0	64.11642337664873
GM.5.0.bHLH.0076	-0.0	-0.0	-0.0	74.80816635083488
GM.5.0.Homeodomain.0181	-0.0	-0.0	-0.0	66.91997787367193
GM.5.0.bHLH.0085	-0.0	-0.0	-0.0	74.24241119546708
GM.5.0.Homeodomain.0188	-0.0	-0.0	-0.0	72.54893875586461
GM.5.0.bZIP.0096	-0.0	-0.0	-0.0	59.02918285527288
GM.5.0.MADS_box.0012	-0.0	-0.0	-0.0	55.630989314862845
GM.5.0.Homeodomain.0052	-0.0	-0.0	-0.0	68.0348734059827
GM.5.0.Forkhead.0013	-0.0	-0.0	-0.0	49.987695592859424
GM.5.0.Forkhead.0037	-0.0	-0.0	-0.0	66.35283852061602
GM.5.0.AT_hook.0001	-0.0	-0.0	-0.0	-0.0
GM.5.0.RFX.0009	-0.0	-0.0	-0.0	81.0822469518252
GM.5.0.Sox.0025	-0.0	-0.0	-0.0	-0.0
GM.5.0.bHLH.0094	-0.0	-0.0	-0.0	43.757756555270866
GM.5.0.Rel.0020	-0.0	-0.0	-0.0	71.43090121474316
GM.5.0.SAND.0005	-0.0	-0.0	-0.0	47.73570677574034
GM.5.0.bZIP.0006	-0.0	-0.0	-0.0	34.02616649247083
GM.5.0.Mixed.0024	-0.0	-0.0	-0.0	71.43090121474316
GM.5.0.RFX.0011	-0.0	-0.0	-0.0	86.79159098565505
GM.5.0.bZIP.0041	-0.0	-0.0	-0.0	57.897216332539934
GM.5.0.Unknown.0008	-0.0	-0.0	-0.0	62.98045517992967
GM.5.0.bZIP.0073	-0.0	-0.0	-0.0	-0.0
GM.5.0.Unknown.0004	-0.0	-0.0	-0.0	87.9046340339734
GM.5.0.C2H2_ZF.0243	-0.0	-0.0	-0.0	77.06628867551501
GM.5.0.SMAD.0005	-0.0	-0.0	-0.0	72.54893875586461
GM.5.0.E2F.0017	-0.0	-0.0	-0.0	47.17039051289171
GM.5.0.bZIP.0080	-0.0	-0.0	-0.0	56.201867354357915
GM.5.0.Forkhead.0007	-0.0	-0.0	-0.0	-0.0
GM.5.0.Paired_box.0003	-0.0	-0.0	-0.0	78.7804834936879
GM.5.0.MADS_box.0023	-0.0	-0.0	-0.0	70.28811536067799
GM.5.0.GATA.0031	-0.0	-0.0	-0.0	133.64432983758152
GM.5.0.Mixed.0010	-0.0	-0.0	-0.0	47.17039051289171
GM.5.0.Unknown.0110	-0.0	-0.0	-0.0	75.92276478710181
GM.5.0.SMAD.0002	-0.0	-0.0	-0.0	-0.0
GM.5.0.Homeodomain.0183	-0.0	-0.0	-0.0	69.16520461697263
GM.5.0.MBD.0001	-0.0	-0.0	-0.0	42.04649041274536
GM.5.0.Unknown.0080	-0.0	-0.0	-0.0	77.06628867551501
GM.5.0.Mixed.0034	-0.0	-0.0	-0.0	56.201867354357915
GM.5.0.SMAD.0012	-0.0	-0.0	-0.0	47.17039051289171
GM.5.0.Unknown.0050	-0.0	-0.0	-0.0	69.16520461697263
GM.5.0.C2H2_ZF.0221	-0.0	-0.0	-0.0	109.58599651659786
GM.5.0.Unknown.0198	-0.0	-0.0	-0.0	98.21792891448054
GM.5.0.Homeodomain.0129	-0.0	-0.0	-0.0	87.9046340339734
GM.5.0.bHLH.0001	-0.0	-0.0	-0.0	-0.0
GM.5.0.Homeodomain.0056	-0.0	-0.0	-0.0	99.36138705507733
GM.5.0.Forkhead.0028	-0.0	-0.0	-0.0	41.484294203368506
GM.5.0.bHLH.0032	-0.0	-0.0	-0.0	124.5057046421591
GM.5.0.RFX.0002	-0.0	-0.0	-0.0	97.07387305571264
GM.5.0.Nuclear_receptor.0121	-0.0	-0.0	-0.0	91.89818161331131
GM.5.0.Unknown.0064	-0.0	-0.0	-0.0	53.95007586482705
GM.5.0.Mixed.0002	-0.0	-0.0	-0.0	104.44149073159255
GM.5.0.bZIP.0003	-0.0	-0.0	-0.0	99.9054375755059
GM.5.0.RFX.0003	-0.0	-0.0	-0.0	86.2437728005868
GM.5.0.C2H2_ZF.0064	-0.0	-0.0	-0.0	114.1331330242569
GM.5.0.bZIP.0013	-0.0	-0.0	-0.0	128.47435591659826
GM.5.0.bHLH.0137	-0.0	-0.0	-0.0	186.77049820966062
GM.5.0.bHLH.0006	-0.0	-0.0	-0.0	220.95109901612193
GM.5.0.RFX.0018	-0.0	-0.0	-0.0	124.5057046421591
GM.5.0.Forkhead.0043	-0.0	-0.0	-0.0	-0.0
