# maelstrom - GimmeMotifs version 0.16.1
# method: rf with motif score
# motif table: /home/ia1014/gimmemotifs/output/stratified.out/motif.nr.score.txt.gz
# activity values: feature importances from fitted Random Forest model
	3' UTR	5' UTR	Distal Intergenic	Downstream (1-2kb)	Downstream (2-3kb)	Downstream (<1kb)	Exon	Intron	Promoter (1-2kb)	Promoter (2-3kb)	Promoter (<=1kb)
GM.5.0.C2H2_ZF.0235	0.0014009513605561558	0.0013293993772456425	-0.0015337534350737033	0.0014907544991529479	0.0008250028525474784	-0.002088753908643862	-0.0022115044392655493	0.0015268052811284452	0.0011911899971458959	-0.0017992352347676948	0.0009168312622836073
GM.5.0.C2H2_ZF.0280	0.0017619510105887739	0.001546570525520835	0.0015047111502647825	0.0016250003769685004	0.0014975360169593823	-0.0010588486570328973	0.0017253259120393605	0.0015057643723212694	-0.0015839181682671016	-0.0017118148663432622	-0.0011473376092591848
GM.5.0.Mixed.0020	0.002109950452351059	-0.0009353952389105713	0.001380468692859346	-0.0014856998250783518	0.0018496261846274525	0.0021207490789319047	0.0012969543256177315	0.0014481551914188487	0.0014876319632435237	0.0012206625769747494	-0.0013471703617648342
GM.5.0.C2H2_ZF.0132	-0.0018256926640495296	-0.001880374330687766	-0.0015391581862240662	0.0015914281785989583	-0.0009806892594249595	0.0008727795956448287	-0.0017356236598833979	-0.0015280545090174775	0.00213143997828957	0.00158263498394389	0.001051566722708478
GM.5.0.Mixed.0009	0.0025749262316386674	0.0017465819496196564	-0.0015481125926222374	0.0010749118062365647	-0.0016250210995728247	-0.0016324295872907038	0.001459226921031303	0.0016015417137667117	0.0012226612556648425	0.0015667020958419038	-0.0008710758745860262
GM.5.0.C2H2_ZF.0076	0.002511620936063522	-0.0017362840193996996	-0.0014472824396227232	0.0016561012052846694	-0.0011052180891043429	-0.0011776121839222019	0.001560560481927112	-0.001527636976962272	0.0012662586399525852	-0.0015605643543962421	0.0009933545229540064
GM.5.0.Nuclear_receptor.0114	0.0019833009341476498	-0.0012692640220002076	0.001507997697962429	0.001365284483653327	0.0018535467178903034	0.001182736330698111	-0.0019344958878563107	-0.0015169158295401334	-0.0016178183792137973	0.0016062231370319662	-0.0010197365922338189
GM.5.0.bZIP.0031	-0.0010971402351784656	0.0008821676297955457	0.0014806364935504056	-0.002059219941839471	0.0018385171518031534	-0.0016165055174732637	0.0013790437764544703	-0.001507137229962411	0.0018178258215719235	-0.001768642188722944	0.0011323948024888114
GM.5.0.Unknown.0059	0.0014301182537009276	0.002243331231639367	0.001533829820389815	0.0017877563341565919	-0.0011145788291175194	-0.0021045355968419078	0.0015732931992503297	0.0015740515188293709	-0.0015420800339515607	0.0014087322669527923	-0.0009137363504072624
GM.5.0.bHLH.0075	-0.0014906359656343396	-0.0012068360960576902	0.001629889829405552	0.00117980614839883	-0.001084979513352996	0.0009448635939840408	0.0013419528183879993	0.001568905431920831	-0.0015865019681496574	0.0013444509659610723	-0.0015762660844485573
GM.5.0.Nuclear_receptor.0148	-0.001737945879060216	0.0012440426038923633	0.001347040741092822	-0.001223387459087112	-0.00204503971412302	0.0029355056992564675	0.0013227001151948023	0.001500696621310802	0.0014528900856444098	-0.0013609553374879673	-0.0014097232798787516
GM.5.0.T-box.0019	-0.0009049817116642378	0.0018799387602836018	0.0014657715111911296	0.0013842701709844921	0.002317444023323461	-0.002130967197420839	0.0013870646746442013	0.0015062456147631109	0.0018933108714876484	0.0014492542349448822	-0.0009958771010119293
GM.5.0.Nuclear_receptor.0117	0.0013622694000809022	-0.0018016266713670756	-0.0014443671287115722	-0.0017250919605022019	0.00193756773208138	-0.0014024632713782177	0.0012312387668041605	-0.0016375467727866102	0.0014940076856768156	0.0014557066397775903	0.0009965868421147345
GM.5.0.C2H2_ZF.0126	-0.0011850399008537958	-0.0012970137295566586	-0.0016138713706280057	-0.0013553945623413985	0.0020937269760237204	0.001833984025171818	-0.0013770982779590304	0.0016542355275952583	0.0016217793541516879	0.0018042782275655442	0.0009563143010849505
GM.5.0.bZIP.0032	0.001489611170332337	-0.0017095207039115414	0.0014673578021949815	-0.0012145036555581963	0.0008342243854291519	-0.001247756191483594	0.0011252336286219178	0.0015176767825374243	-0.0015079519675804181	0.0014886352481908026	-0.0010640911308942031
GM.5.0.Myb_SANT.0011	-0.001253871563793269	0.0009731255818703504	0.0020541124779442504	0.0016353012125258609	0.0011197794520043925	-0.0006931036097392345	-0.0014076712398228164	0.002053004091729916	0.0012090673548763252	0.001288616455931657	0.005342110254583742
GM.5.0.Nuclear_receptor.0049	0.0012469296203397975	-0.0014955572586656837	0.001450224608375875	0.0011899242721592899	-0.001661857603423543	0.0019130508707071233	-0.0012138702318772864	-0.001553811366164223	0.001637214807496193	0.0012968427694264489	0.0010314527919620922
GM.5.0.Zinc_cluster.0001	0.0013389288867498704	0.0016430163354296421	0.0015705765582172866	0.0015962216679975582	-0.0018709035965745779	-0.00304282465515185	-0.0017782760390009623	0.001646687618192132	-0.0018041426954469167	0.0016474679962739617	-0.0008929394880839203
GM.5.0.C2H2_ZF.0225	-0.0019642422421533067	-0.0011225526265995695	0.0015121231239996296	0.0015120971167126138	-0.001919453109823722	-0.003473040106897681	-0.00166369768392632	0.0016075090415137016	-0.0015344038113339182	0.001463972707538951	-0.0011490926264170552
GM.5.0.Unknown.0015	-0.0013543223812472881	-0.0010561508004057966	-0.0015681096705139484	-0.0017891942637201555	-0.0017706587798346448	-0.0016281814842948144	-0.0017987713254813034	-0.0015657221934548807	-0.0016426171507753085	-0.0016461540467209575	0.0010929295000049965
GM.5.0.Unknown.0123	0.0014430939404729756	0.001703364688808444	0.0014739072636518165	-0.0018163601309545952	0.002011447591463204	0.0020138789535168013	0.0015224628745477105	-0.0014536725326114008	0.0017001318568722048	0.0016722450702543168	-0.0009937055675155035
GM.5.0.C2H2_ZF.0129	-0.0020492615552997386	0.002221926348941799	0.001622493101018386	0.0016890711571196323	0.0009347683841501777	0.0011410200490681237	-0.0013374855782497157	-0.001496233259432385	-0.0012765679724082199	-0.0013337903835430199	-0.0009156605670403304
GM.5.0.C2H2_ZF.0302	0.0019598937125577557	0.0012222338193979146	-0.0015050195665581056	-0.0015681207569298665	-0.001162019771920493	-0.0014238289382900399	-0.0016288370469981427	-0.0014816062456214898	0.0015632093828574032	0.0016362700750525974	0.0010731923755543714
GM.5.0.Nuclear_receptor.0100	0.0014861184674142699	-0.002103125550776549	0.0013614464714339308	0.0018120705988094522	-0.0013598045691325241	-0.0017415590845133804	-0.0018865711491832993	0.001329624500368828	-0.0014501435959444267	0.0016440768645523943	-0.0009446008257707036
GM.5.0.Mixed.0072	0.00139583158364246	-0.0015276871968662486	0.0014746965841191252	0.0016388274729461428	-0.001726351418534804	-0.0016582261149152991	-0.0017471399417430414	0.0015271721260048659	0.001816103784525774	0.0020351838087905964	-0.0009626247266607274
GM.5.0.Unknown.0117	0.001725644736387189	0.0012440017036824905	-0.0015428490704468135	-0.0018278120612584391	0.0019427225918325537	-0.0014143381538501284	0.0014557856514119951	0.0014947975912076108	-0.0014716222617449323	0.001477292183308235	0.0013022460289047399
GM.5.0.Nuclear_receptor.0101	-0.001474012878046998	-0.000992617946009988	-0.0014920059934912487	0.0011290095313792887	0.0015259438897565075	0.001969721574434933	-0.001705736171512264	0.001522657937682848	0.0017123317854182544	-0.0012376195232585605	0.0010573796194455276
GM.5.0.C2H2_ZF.0298	-0.001889849592719561	0.0019825487358386996	0.0015270974196594472	-0.0011409185294209854	-0.001996719658570974	0.0028873424946135227	0.0014564751632655424	-0.0016533574530495235	-0.0014556590650864026	-0.001442667650841889	0.0010115866186159493
GM.5.0.Unknown.0202	0.0015916335110311474	-0.0017841333938428297	0.0015378210330743863	-0.0017954249313228419	-0.0010732744350474529	0.002315914899233426	0.0023157856466609764	0.0016132542264053829	0.001686115894580812	0.0013682792131809861	-0.000982981060333299
GM.5.0.Mixed.0007	-0.0013026185179455482	-0.0018106854237503675	0.0014339985759804486	0.0017716393154024368	0.0015210088257050364	-0.001656809024596789	-0.0017773452555002473	0.0016085288989330392	-0.0013123400796789999	-0.00131060378400572	-0.00129209424981784
GM.5.0.STAT.0013	-0.0014015104459766303	0.0012291267346772445	0.0014557142724855583	0.0017934188988198486	0.0019193169861698844	-0.002040989486133328	-0.0021058616227830505	-0.0016384024590121238	0.001372247111234015	0.0013686798861332345	0.0008819372852948659
GM.5.0.Nuclear_receptor.0088	-0.001314295141724265	0.0013384883795622038	-0.0015322704585191418	0.0017353282040213295	-0.0016393788851528897	-0.0014244678758446952	-0.0014367421937565778	-0.0015047292429676876	0.0017377214259459478	-0.0013299527548044196	0.0010280173123138542
GM.5.0.Mixed.0100	0.0014097296029517378	0.0021340818139888498	0.0015441957601575425	-0.0019846300857862837	-0.0011854743124811197	0.0031086492299085495	-0.0013510689891361968	0.0015984957055023513	0.0015319934485938328	0.0018269447289868271	-0.001031770750835238
GM.5.0.C2H2_ZF.0224	0.001417918355331023	0.0027555913260869937	-0.0015155549262112899	-0.0013216070112961823	0.0015921031598542725	0.001094218771891264	0.0015662827738644996	0.0015494646484589673	-0.0016317516119132975	0.0015795365620578997	0.0009832458321656007
GM.5.0.Nuclear_receptor.0064	-0.0010051798739321718	0.0007343006681482462	-0.0014918847355603797	0.001348608313554385	0.0015994583365390928	0.0018547878226815163	0.0023547879537499693	-0.001554197974532126	0.0015571020269531729	0.0019693654154558007	0.0010725975236395428
GM.5.0.Nuclear_receptor.0116	0.001648804299108334	-0.0014774311991814094	-0.0015140571297594223	0.0017560722384995745	-0.001713795072240076	-0.001627059050719793	-0.002068214572990793	0.001533639340571261	0.0018311993682155218	0.0018007625167223342	-0.0009834021233102181
GM.5.0.Homeodomain_POU.0011	0.0015319996552029037	-0.002350779216584718	-0.0015487075404357952	0.00158611082388571	-0.001158495302643829	0.0016047117991576012	-0.0018038730983662129	-0.0015694012416451921	0.0016508252150969252	-0.0015557883448272928	0.00088113239240097
GM.5.0.bHLH.0054	-0.0012999183919624013	-0.0012820937447237354	0.001389125342722051	-0.0016861245755867727	0.000946905187354075	-0.0015732042734167416	-0.0014555528916318221	0.0014874708188306498	-0.001485355420354866	-0.0013680799695636684	-0.001138550120387043
GM.5.0.EIN3.0001	0.00126817701799226	0.002041628029155575	0.0013132299789732414	0.0012723059211533307	-0.001275704964633032	-0.0014169595684386568	0.0012916487936243828	0.001468034564376228	-0.0013445472653895504	0.0012009304235185844	0.0008401599522532829
GM.5.0.C2H2_ZF.0217	0.001041203305744215	-0.000880848092945937	0.001507039470448738	0.0014529653499796953	-0.0015204264370669834	0.0019200421695824027	-0.002075365919434141	0.0015047760641189176	0.0017191380769102692	0.0016756862189285147	-0.0010228047167087603
GM.5.0.C2H2_ZF.0171	-0.0017146091540509087	-0.0013980923738542554	-0.0014366762572122168	-0.0017164259010413211	-0.0016220344637014894	0.0013790728417865702	-0.0014590182071397614	-0.0015049606047111822	0.001290199372953527	0.0013382769782325896	0.0010659914897472153
GM.5.0.Forkhead.0040	0.0010021656377482769	0.001712372315323027	0.001521713889898631	-0.001036620257629906	-0.0014059507483657296	0.0012943596161026124	0.0016422523820314053	0.0014372318280835585	-0.0015072821721281648	0.0016313537916827767	-0.0011800833133417616
GM.5.0.Unknown.0193	-0.0017837488038719073	0.0027750287747548776	0.0014919345460378604	-0.0012963756464091456	-0.0023368800131998153	0.0023907607503372394	-0.0015046960194286774	-0.0016470904617885598	-0.0015317612093486493	-0.0013833429181856283	0.001057644506766597
GM.5.0.Nuclear_receptor.0063	0.0013941899091906807	0.001137385585676136	-0.0014893055470515744	-0.0034369922795816433	-0.0011164253339484152	-0.0017649094836095643	0.0016757791599136885	-0.0014226747814425793	0.001641308256878139	0.0013016768271875618	0.0010247180220582977
GM.5.0.C2H2_ZF.0101	-0.0012611076155772873	0.0012013329201002942	0.0014245222491676567	0.0007897003306179311	0.0022682441129201246	-0.0012077879584916752	-0.0013167869073157329	-0.0014781673496488642	0.00166445430129133	0.0013814580096313009	-0.0008705025938803259
GM.5.0.C2H2_ZF.0073	0.0013554256005854704	-0.0025833480894193466	-0.0014259008603410902	0.0017508965417336766	-0.0017761670137713377	0.0013275697007399019	-0.0014693779521328012	-0.0014500140121700281	0.0014826252268208759	0.0016640518134914087	0.0013251542812760689
GM.5.0.THAP_finger.0006	0.0013217763885114938	-0.0011580869577491595	0.0014137815394359148	-0.001629012879263673	-0.0011981201954311385	0.0016444852272451387	-0.0011762246513644923	-0.0014055128477454626	-0.0012388450992248362	0.001584448635236678	0.0010224567340085457
GM.5.0.Nuclear_receptor.0050	-0.0014815780586106863	-0.0026452722186042165	-0.001489456726588075	0.002085751925326261	-0.0011189404431765568	-0.0014333073035347327	-0.001575317771742027	-0.0016058364336112114	0.0015803606778324853	-0.0015553942706639271	0.00111750515683843
GM.5.0.C2H2_ZF.0177	0.002442523225263088	-0.0010354380804050783	-0.0014718416037241167	0.001276095181970263	0.0014812014154675795	-0.001499402873228429	-0.001595681400015134	-0.0015563843255378823	0.0016248586760166522	0.0016763177400344687	0.0009992243625750565
GM.5.0.bHLH.0088	-0.0010083897407047809	-0.0017735716116670211	-0.0015130258137515372	-0.0013773016712834234	-0.0012898706695632209	-0.0015095487303934177	-0.0015618660859489223	-0.0016683668198776802	0.0015537991230887241	-0.001849292598355424	0.0009456980687980224
GM.5.0.Unknown.0138	-0.0010739927655368721	0.001495219107830732	0.001471323955747627	0.0017228808455057806	0.0010921027817152491	-0.001770925736599081	0.00135833504207448	0.0014139523863689694	-0.0016586087199620802	0.001749371299446334	-0.0010844421565990047
GM.5.0.Nuclear_receptor.0115	-0.0017599874133541326	0.0013662860592606066	0.0014631544855960646	0.002016804133809781	-0.001408031870975735	-0.0018258335893839791	-0.0014355486135493136	-0.001510012640567725	-0.0016889118082410856	0.001692873922087835	0.0009195949324537661
GM.5.0.C2H2_ZF.0255	0.0013104029466228613	0.0010948038633904345	0.0013609868068513056	-0.0018842789149018527	-0.0018408171447901736	0.000993502406607441	0.0013552681955561288	0.0013638090588763735	-0.0012075253413372127	0.0015542242250836974	-0.001027391791582114
GM.5.0.C2H2_ZF.0289	0.0018017837478617757	0.002523685378722676	0.0014724585171907202	0.001333834792103199	-0.001520217772806895	-0.001131098953727321	0.0016414154375173182	0.001563543856425295	-0.0012580805112154536	-0.001411868117892426	-0.0010115578825396698
GM.5.0.Homeodomain.0197	-0.0013179282724372948	-0.0010715655877958953	0.0015338949816046173	0.001393038476658503	0.0018804848211492666	-0.0009980860613468371	-0.0017163676565431934	-0.0016038059198918587	-0.0016160644252814556	0.0017481293255005173	0.0009541920605659246
GM.5.0.Prospero.0001	0.002709292393389593	0.0017896206762418585	-0.0014696111669606413	-0.0011396385941289415	-0.0011733132376515586	0.002468660251506248	0.001968093172088728	-0.0016964582920547017	-0.0015723750600000455	0.001524058091583142	0.0010406800228281198
GM.5.0.Unknown.0055	0.0018094876148977215	0.0018405761241090221	0.0015624704664361749	0.0016009443160906103	-0.0021434627217831377	0.0011600412717704574	0.001641195311732478	0.0015770494744202514	-0.0015328251294119736	0.0013951090610724106	-0.0014207679723526579
GM.5.0.bZIP.0028	0.0019044810984161359	0.0017504708124899552	0.001614267157192958	0.0015772040601774275	-0.0019217624163502705	0.0014499481628672461	0.0013361515226750326	0.0015217558418819752	-0.0022785103265801046	-0.0016883421635956177	-0.0009027210055257912
GM.5.0.Nuclear_receptor.0111	-0.0014815452493896148	0.0009017698844146914	0.0014696480151848042	0.0014058762766056062	0.0012133028089441808	-0.0012753958014407939	0.0017271005391066355	-0.0015510480820550455	-0.001566717642349407	-0.0016027205828962818	0.0009891761045008364
GM.5.0.bZIP.0094	-0.0017675316568830628	0.005049361365382016	0.0015267991469614846	-0.0019518259122443767	0.0016276075563929756	0.001928289689778944	-0.0015444638751371626	0.0015200069524924575	-0.0017890181915129625	-0.0020620676074978557	-0.0010367008157620837
GM.5.0.CUT_Homeodomain.0006	-0.0024641932815719796	0.001596704571896118	0.0015547906587916778	-0.0018200720831678635	0.0015430670826004386	-0.002585966876060076	0.0016849099905613513	-0.0016630631232727763	0.0016293479987443335	-0.0014372044506561648	-0.0010437965151412706
