	z-score 3' UTR	z-score 5' UTR	z-score Distal Intergenic	z-score Downstream (<1kb)	z-score Downstream (1-2kb)	z-score Downstream (2-3kb)	z-score Exon	z-score Intron	z-score Promoter (<=1kb)	z-score Promoter (1-2kb)	z-score Promoter (2-3kb)	3' UTR % with motif	5' UTR % with motif	Distal Intergenic % with motif	Downstream (1-2kb) % with motif	Downstream (2-3kb) % with motif	Downstream (<1kb) % with motif	Exon % with motif	Intron % with motif	Promoter (1-2kb) % with motif	Promoter (2-3kb) % with motif	Promoter (<=1kb) % with motif
GM.5.0.Unknown.0141	1.260269472988548	1.2492225661962806	0.8952894217820969	1.370968452843475	1.5860304754034065	-0.19154014292616645	0.10631126589853679	1.3927068242110934	0.20387750175254082	1.544241988881884	1.6365048146558439	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.133206921071344	1.7515407071034705	0.08805585256934399
GM.5.0.Grainyhead.0006	-0.39503172431386846	-2.6617784595569574	-0.40251510062125884	-2.0976271277808722	0.04127600426245193	-2.000416278570983	-0.37871148561897616	0.14367190581339348	-2.4970887577715453	-1.9415343140468304	-1.2002903945503918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1377103579047168	0.7784625364904314	0.03144851877476571
GM.5.0.SMAD.0007	-0.7388963151538557	0.4986144019498751	-0.978115457936875	0.929058777217538	-1.0697218883963864	1.253999962028509	-0.2987115319081201	0.7810070451679786	0.025405398910079296	-0.16608102433412433	1.6735863647913334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7065655368570753	2.335387609471294	0.10692496383420341
GM.5.0.C2H2_ZF.0010	1.6297448574193272	0.7270105602490236	1.1362480895087683	-1.058231405368416	0.6562073145470414	-0.5855352058703885	1.7405815921049232	0.9704836236451148	-0.8101613599063413	-1.2617281114759535	1.715260602713002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2799241526428065	1.2001297437560816	0.03144851877476571
GM.5.0.Ets.0032	0.08551920645089285	0.42657989353620324	-1.2214963050228764	-1.0883466399153914	-0.3227816555066147	-0.09213560756693646	0.2722999094142111	-1.2637290947949316	0.7255668535883172	-0.5094292773121405	-1.1090406732760094	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8769850675515525	0.8433344145313006	0.08805585256934399
GM.5.0.Nuclear_receptor.0118	1.909478525334005	0.6518510003658896	1.2681082635916108	0.9290036360402786	-0.005441661209964744	2.555251195744869	0.516651723748634	0.9519281996864942	0.34245405132201884	0.6005041675514359	-0.8994091110231925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6399620763214032	0.6487187804086928	0.03144851877476571
GM.5.0.Unknown.0105	-0.5228078476624041	1.6132445927208694	-0.40271750675311957	1.1664388254348155	-0.898310199815661	-1.6229717274493953	0.7304633012942254	-1.3262232448404099	0.07643558179209897	1.562139125695913	-0.05835101512538553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3510310500118512	0.9406422315926046	0.05031763003962513
GM.5.0.Unknown.0005	-1.1612379197463794	0.8025103845373854	-1.2863031465085106	0.6628335145186212	-0.8967588529559405	-0.8317377778489257	-1.5738912808801993	-1.1673209061820535	0.4046316899103701	0.07208418656553142	-1.3402721871535936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7776724342261199	1.5244891339604283	0.06289703754953142
GM.5.0.Homeodomain.0118	0.08485293196773973	1.1292741765641658	0.4181855789959428	0.7337326249740482	0.6430349552098558	-0.2616250205380322	0.845499495816493	-0.21643267261587434	-0.47475933367599316	-1.1194884644748193	-1.2487021974820223	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GM.5.0.ARID_BRIGHT.0005	-3.1453086672692736	-2.608697117996648	-2.6832194233884503	-2.8084878312293853	-2.9895005201955067	-2.372264212822297	-3.0569127812894052	-2.6520799596530207	-1.2009469332246119	-2.961915222640348	-3.885411473257826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GM.5.0.TEA.0002	-1.8517792614215538	-0.44699204961062755	-0.45545511651224485	-2.3703987972414775	-2.618295442793857	-2.1471176125438545	-0.8352113900144805	-1.5920663365687653	-2.494649862277647	-2.438515101184186	1.5638253809548988	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.066603460535672	1.1352578657152124	0.025158815019812566
GM.5.0.GATA.0006	-0.5864555777229615	1.4825632638860151	1.8275485778757163	0.08685873137382	1.2979773849668965	-0.5154369951051019	1.0104138635637407	0.6774701346363915	-1.0717284827167999	-1.5247774595376304	-0.9066587219608705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.042901161412657	1.4920531949399933	0.037738222529718854
GM.5.0.Paired_box.0013	0.8094020422485287	-0.23508870666766116	0.7321533282755084	1.1467885985889248	0.03151494910105929	1.3312157129913793	1.2973384006625257	0.701117835006534	0.20710470845961537	-0.8001515505019086	0.00854570064424631	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GM.5.0.Mixed.0060	0.05785924421796483	0.38565203352437016	0.5233546055034745	1.8352594845503623	0.8991159294794151	0.5447097216993887	1.1791934107680186	0.7824148579371962	1.559815509098285	-0.05638271573881257	-0.5260735133603248	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GM.5.0.CUT_Homeodomain.0001	-1.8728369702111456	-3.601171360111019	-0.4207728218857033	-4.3893614676307	-4.286816628218077	-3.166891295787444	-1.2525072530196253	-1.2784111734845944	-3.908389450139169	-1.8966066052073673	-1.415321023865559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3273287508888363	1.4596172559195588	0.06289703754953142
GM.5.0.Unknown.0034	0.5248014955296599	-2.0864890349087886	-1.6327726412958974	-1.3964469819050678	0.16283561326433305	-0.8615938524005285	0.6451693246680271	-2.1794226846444738	0.17036411632669043	-0.21302140643584752	-1.732106639945464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.398435648257881	1.1352578657152124	0.025158815019812566
GM.5.0.Paired_box.0015	0.37118172126534454	1.6508167203107957	-1.1515564758950372	-0.8008032902973424	-1.2367465276758494	0.5003467831964963	-1.0817661760146355	-1.2231565493113126	0.31132523708637155	-0.3264614705245628	1.6332674669951814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.066603460535672	1.2001297437560816	0.044027926284671996
GM.5.0.Mixed.0053	1.835792573391499	1.604481869869087	0.23741065370837372	1.147432866929581	2.568452870811817	1.3855387921689961	0.056830113450045745	1.8919946113747148	0.25672822116396943	-0.5569211648862482	-0.39377255950807466	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2562218535197913	1.265001621796951	0.10063526007925026
GM.5.0.Ets.0043	-0.6703745412222303	0.07842531366867947	0.012243322445900845	0.3688626520815661	0.3451316360852267	-0.8468016764014956	-1.4280866836074895	0.8722089458175585	-2.2047301346600596	0.8134104647691998	0.18309659464856423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9006873666745675	0.5514109633473889	0.03144851877476571
GM.5.0.C2H2_ZF.0106	0.7323929736222909	0.05636207626939	0.0336837616223668	-0.5215952841696572	-0.24091359211665675	-0.28675616841112656	-0.020216939935491368	0.18159005896247285	-0.734751171800409	0.8442366392026015	0.7112479659894423	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.2472149798530454	2.9841063898799867	0.11321466758915655
GM.5.0.ARID_BRIGHT.0003	0.6839504080761711	-0.6653867617407769	-0.3052068255228738	-0.47681307943812984	-0.3378603508130966	-0.1634451755868204	-0.6614632240072632	0.5422211791566627	0.5861100540551069	-1.3824950664577622	-1.2668872612130573	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GM.5.0.Nuclear_receptor.0099	-1.2166230306103796	-1.665861347722537	-2.3162653276381584	0.7650393821475385	-1.583603789191681	-1.642774992615127	-0.4840067758486683	-1.8344845153485652	0.18457243990607822	1.179637239098184	0.6524682479512031	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9006873666745675	0.8433344145313006	0.025158815019812566
GM.5.0.C2H2_ZF.0256	-0.7595787038692169	1.2424147882820384	0.7709176962362693	-0.501861547697482	-1.4308029941497136	-1.0321823669987995	0.4226335953522389	0.949973463121527	-1.0348441854968273	-1.2007466716303403	0.8931525148421358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3036264517658214	1.5893610120012975	0.06289703754953142
GM.5.0.Sox.0016	0.820864428394815	-0.1460576124158578	-2.972351818123392	-2.721634525824068	-3.2112985668120415	-3.2056635388898616	0.19068036680202588	-2.586170149589209	-0.7902779413538994	-2.4011538176295035	0.19546677867868625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0191988622896422	1.2974375608173856	0.018869111264859427
GM.5.0.STAT.0025	-0.856572132698841	0.47558541025115275	-0.6924771737228291	-0.08016140921103053	-0.7526290457763288	-0.7974199187022879	1.1133263129254052	-0.7922426083283461	0.24630296061344725	2.3380443878034494	0.5494713411261067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3273287508888363	1.2325656827765163	0.0062897037549531415
GM.5.0.Nuclear_receptor.0085	0.3489699745823431	-2.382159712541293	-1.8998488350450238	-1.8358918344565538	-0.7798399814395013	-1.843700786340589	-0.059517182980511334	-0.0040331525609039725	-0.3432585673506386	0.2956905992927459	0.7305362854980826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.995496563166627	1.1028219266947779	0.037738222529718854
GM.5.0.bHLH.0109	0.1345740150445151	0.920695337523561	0.2766217690754897	0.8899534882129445	-0.2521617675178029	0.8042562600798381	-0.7061021302365249	0.6307007318358397	0.37298929731321073	1.4603470095291775	1.0066210781842444	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8532827684285377	0.8108984755108661	0.05031763003962513
GM.5.0.Homeodomain.0153	0.988488468906988	0.4455205411164589	-0.1956231336461218	0.05241219601834916	-0.1203068361609787	1.3003950534241109	0.7140364087277413	-0.039081487301479305	-0.28571082369858064	1.6643192983692094	0.6018006369369594	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6354586394880304	1.3298734998378203	0.03144851877476571
GM.5.0.Unknown.0103	1.7943830664672993	1.41903684211309	1.7821865699804464	1.168706459888319	0.2675834206762457	2.0530969071498513	1.6389430235229774	1.2921311968695568	-1.0214480879639167	-0.088495925888555	0.2706618065553732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.995496563166627	1.0703859876743431	0.044027926284671996
GM.5.0.Mixed.0006	-1.473697498377095	-1.8910467612330621	-1.4401058585846365	1.1133311318023709	-1.5885982733459507	-0.8736484181934746	-2.810542346318401	-1.5848101451746528	-0.06965193240242894	1.0675080383432642	0.4837842123170176	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7584735719364778	0.7784625364904314	0.03144851877476571
GM.5.0.bHLH.0019	-0.5924002260260497	0.41820029101785	1.3627161512886683	-1.5664844323348817	-1.6442215892423238	-2.437341153942532	0.9795392065654507	0.4977656342952142	-2.7639177913632613	-1.1129700515756258	0.13868369611559667	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.090305759658687	1.0055141096334739	0.025158815019812566
GM.5.0.Unknown.0054	-0.6598929776437206	0.8718071608645982	0.20454449917900883	-0.3233362184945103	-1.5481209220068373	0.2144325610033636	1.223707736704697	-1.2534955978529463	-0.8948517959511774	-1.3667116235139825	-1.3364842697118453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9006873666745675	0.8108984755108661	0.025158815019812566
GM.5.0.Homeodomain.0125	-0.8854361985970448	-0.3778911762109058	0.9894015903767422	-0.26327415943002963	0.40350498395977175	-0.7552323241903963	0.651602749120378	0.8019317224450973	-0.8536173899478914	-1.426329529626317	-0.5779027115141869	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8295804693055226	0.9082062925721699	0.012579407509906283
GM.5.0.bZIP.0086	-0.4150660891233259	1.2185691709201558	0.8112659145209926	0.187986492669596	1.4962747434256196	0.011519992472605428	-0.19263182803860252	-0.5599220540719216	0.6769300322197417	-0.3760615126379948	1.4548508243109775	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2799241526428065	1.2325656827765163	0.018869111264859427
GM.5.0.Nuclear_receptor.0039	0.36504618456823257	-1.0254101842675645	-1.1094361019932555	0.1651759100714645	0.4402588897509438	0.8601348370455153	2.013844689243106	-1.3249697896147279	0.49936400467248765	1.0402849780022032	-1.1571393631562588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8769850675515525	0.7784625364904314	0.044027926284671996
GM.5.0.RFX.0007	-0.22370110054277506	2.0181828559950334	1.5276390771108863	2.470436508169538	2.601369821697938	0.47163406888446285	1.9680796207741904	0.7765029711344976	1.0730479422552286	-0.9711478541288118	-1.392286069898764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8295804693055226	0.7784625364904314	0.03144851877476571
GM.5.0.Unknown.0206	-2.0909307541545705	-2.7653393026673263	-0.5469367071301637	1.2130097202113956	-1.6282802136557024	-2.222360417586028	-1.9985052988899226	-0.3267231603754162	-0.9535122594633583	0.2267200103997306	1.5780283440930865	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8532827684285377	0.8433344145313006	0.037738222529718854
GM.5.0.Unknown.0047	-1.6714151002528201	-1.7916480182737107	-1.4040210659152164	-0.8435140017036833	-1.083643277830039	0.2673012512221099	-1.1519840642934238	-1.3603979583623325	0.5138871647130282	-1.0799653374767686	0.7219853101888023	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6636643754444181	0.8433344145313006	0.0062897037549531415
GM.5.0.C2H2_ZF.0098	0.32606126942817343	-0.7070345617700541	0.9304604842625017	0.7102594411468925	1.1221384419945244	1.3108587214957685	-1.1604670804413793	0.7452262096629483	-1.5207160132896287	-1.2768927348107075	0.7780464141315292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1377103579047168	0.9406422315926046	0.03144851877476571
GM.5.0.Unknown.0044	2.5355161838466937	2.33919325315918	0.06100276768269268	0.31824192604497803	1.8163263451074083	2.7288058971900697	0.8000390598766377	0.4892110075669698	1.7005083628547568	2.310971791819189	0.7879184202420937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7065655368570753	1.2325656827765163	0.13837348260896912
GM.5.0.C2H2_ZF.0169	-4.105162074206497	-3.0070112498718142	-3.1274992986904984	-0.41367714894916535	0.088845038169372	-0.16762016405116015	-3.2055931936277107	-2.709832490942231	-1.638497216350851	0.7444954144532443	2.2708252885685507	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6162597771983883	0.7460265974699967	0.03144851877476571
GM.5.0.C2H2_ZF.0257	-0.7540110249285054	-1.1161177098348636	0.2723708507027151	0.7441882344398821	-0.3473589201685698	1.194330055123823	-0.17471325461619835	1.5203180501992777	-1.594922245989744	0.6547790352986508	2.124583549880039	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2562218535197913	1.5569250729808628	0.018869111264859427
GM.5.0.Unknown.0126	2.3107013214236747	-0.04459738525972046	1.2430726137240053	-0.03553162383522794	1.0025561638427392	-0.3640739635983511	1.1550910421553733	0.703565138064687	-0.5681319238425732	0.2557655853291064	-0.27641989609109774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2325195543967766	1.0703859876743431	0.03144851877476571
GM.5.0.Nuclear_receptor.0038	-1.046425667152668	-0.8608793175470009	-0.8940693336451934	1.762837783945954	-1.0166239286037946	1.482233206407586	-0.7493047114852401	-0.9261759138106337	0.4798453360100019	-0.06514431869897912	0.8540891457989711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8532827684285377	0.7784625364904314	0.05031763003962513
GM.5.0.C2H2_ZF.0232	-1.2896996427150857	-1.4543634564564436	-2.4577088027057683	-1.9215073443148143	-0.9091432649564165	-2.2354719084357457	-1.5452338869449713	-1.7323106089211076	1.0397014710468735	1.8690818065829249	-0.4200192316906881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.9435885280872245	1.5569250729808628	0.11321466758915655
GM.5.0.C2H2_ZF.0236	0.5543287848816755	2.3555183582092614	1.1407024891736959	-0.32000243076072266	0.955998387159968	-0.10682220434154392	1.6275332088695664	1.1965431145035097	0.4661323103951436	0.4518130021238224	0.9279009571715913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.73026783598009	1.6866688290626013	0.10692496383420341
GM.5.0.Ndt80_PhoG.0001	0.6686520655403546	-0.1069436442748925	1.335185729203123	0.2175899204913898	1.5126161599443644	0.08275998400960738	0.5107550680499715	0.7100207135821258	-0.2969516584922185	-0.8662975138425933	-0.5952546725419174	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8295804693055226	1.1352578657152124	0.06289703754953142
GM.5.0.Ets.0029	-0.1317770599291454	0.5405905946420518	-2.5358807437582644	-0.04592731119131468	-1.101266318633657	-1.98490565917291	0.5556910916023944	-2.9974798453126787	0.2936289098093329	0.4719835188048966	-0.29985520257335513	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6354586394880304	1.6542328900421666	0.08805585256934399
GM.5.0.Unknown.0065	-0.54712095966674	-0.9990833393101134	-0.10438077198734698	-0.2837680444856053	-0.020202403268060505	-0.7373851063891934	-0.5260328642997034	0.8546892225615136	0.4279224101349365	-1.4521666372800575	-1.47294228526436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GM.5.0.Mixed.0065	-1.1817711623117748	-1.0284444008526044	-3.948325214460929	-4.164204483291396	-2.6240290141484297	-3.480284541204854	-1.6181194748855898	-3.711369130227198	-0.8126669847467018	-2.871004446979601	-1.0756216416400932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7584735719364778	0.9082062925721699	0.037738222529718854
GM.5.0.Homeodomain.0170	0.5305613504421169	0.23328643352484627	-0.6705922433162039	-0.50352303284258	1.2870481474160753	0.8847480399026897	-0.6876204174818323	-0.7060380424863009	0.3632969339773334	0.5289059697797766	-0.9751593192156918	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3510310500118512	1.2001297437560816	0.07547644505943771
GM.5.0.Mixed.0055	-2.2302286321572744	-0.5037396999478829	-1.896935554290049	-1.9319082166668584	0.5371115858128869	-1.6520114199344613	-2.098483041718526	-1.2315526262008207	1.3250071715794893	0.46837657753858564	0.34328740345212394	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6162597771983883	0.8757703535517353	0.08176614881439084
GM.5.0.C2H2_ZF.0230	1.7290465384221518	1.3517667694746147	1.6060687330307193	0.5508769045263554	1.7345286963826647	0.3286731680873955	1.358009321590697	1.791427108075694	-0.4037160729922472	-0.30767269288357246	0.7839144903203628	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1614126570277317	1.1352578657152124	0.056607333794578274
GM.5.0.C2H2_ZF.0197	0.9189047582378294	-0.041565760716025156	-0.5735166408795916	-1.0246198796801138	0.13970906436649963	1.3031925935089996	1.3990182485346507	-0.1420379715609135	1.3016706084336376	0.8338822446048857	-0.3251284295007351	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8295804693055226	0.8433344145313006	0.044027926284671996
GM.5.0.T-box.0010	0.7014226014764797	0.43861984224711426	0.7569484657961506	1.1833611984733843	1.0214039253928135	0.7157604568531484	-0.029962259735585656	0.9664654226156388	-0.19787651238778936	-0.6421313315827529	1.2640412751463344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2799241526428065	1.2001297437560816	0.03144851877476571
GM.5.0.bHLH.0105	0.19874212197305383	-0.3125169586284354	-1.0688578949746859	-0.12078790000647048	-0.8601168796476641	0.7536425587993402	0.22475364020463984	-0.9891501340315977	0.36634337953817636	0.2593060681188946	1.4822954987060915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4695425456269258	1.6217969510217323	0.056607333794578274
GM.5.0.Ets.0028	2.1594293802183677	-0.6291701470810704	2.4542357642354986	1.0347274349497302	0.6248839564395021	0.8529980053527417	1.4454130863504486	2.8040950429434193	-1.1072489046729148	1.848913148394102	1.5498101510428648	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.493244844749941	1.7191047680830358	0.05031763003962513
GM.5.0.C2H2_ZF.0282	0.03186683169496329	0.24308222507463245	0.8764703027788411	0.5135467419257361	0.9399098117094924	-0.10764353880969676	2.1225416904555727	0.39770195762381233	0.8874672696009742	0.018053054446766376	-0.31262914506014344	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7347712728134629	0.8108984755108661	0.05031763003962513
GM.5.0.C2H2_ZF.0168	0.1502701068043102	-0.07787481136345943	-1.9541332947371564	-2.0368160914796984	-1.1109994706744784	-1.5491004470038863	-0.9716131985930652	-1.30269044062736	-0.31275921106003157	-0.39860163951970135	-0.46429580520095565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.180611519317374	2.335387609471294	0.06918674130448456
GM.5.0.C2H2_ZF.0157	-1.143153527962328	-0.09166204979094227	0.3507832694910664	-1.646797335025034	-1.4771382339315575	-1.1547934594574638	-0.6902089589554178	0.06406677136140583	-1.1996715939843638	-1.3200806221346146	0.3779045215120975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5169471438729556	1.0055141096334739	0.044027926284671996
GM.5.0.C2H2_ZF.0080	-0.7511100575013651	0.964154462450775	0.21714512470848743	-0.4895864184525251	-1.1808434013093108	-1.8690347933778353	0.5579976832768423	-1.2124383193041504	-1.1181437944011012	-0.5739130256090942	0.03951809173558729	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.995496563166627	1.3623094388582548	0.056607333794578274
GM.5.0.Unknown.0077	-1.8298419889573436	-1.1165995813614509	-1.7536301315032998	-0.12258896165298798	-2.1418969058576476	0.5197258438917377	-1.6636497847464533	-1.635430942656032	-0.6005672684793437	-0.6589043534929923	-0.94195210502499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GM.5.0.C2H2_ZF.0165	0.34417442975252527	1.4388705421438817	-2.00536956869418	-2.129657471667376	-0.4251758812154426	0.6324915692598654	0.5117296319944747	0.3697120357625359	-0.5824715387957202	1.4415127139688124	-0.12335915460899476	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.066603460535672	0.8108984755108661	0.05031763003962513
GM.5.0.Mixed.0031	1.3608081571461619	1.540060205187511	-1.2151739468043103	-1.3271253765582218	-1.114215243083583	-0.8574921221139505	-1.2663598024380223	-1.2264992902654035	0.9529278903819767	1.6361030134548884	-0.22330611427938155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8295804693055226	0.8108984755108661	0.05031763003962513
GM.5.0.SAND.0006	0.23127794656888387	-2.572570874529741	-2.9067247959600566	-0.2432411768563072	-0.4599823003807813	-0.3248306565176586	-2.8184650699779574	-2.7365135415140296	0.11322897082393228	1.9264007729836237	2.314785211160798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.090305759658687	1.3298734998378203	0.025158815019812566
GM.5.0.GTF2I-like.0001	-0.3863085446723632	1.794348956428317	-0.1154607480168244	-0.18171244447956844	1.4790568050298194	0.27944380491059734	-0.6366475811565878	0.16366311318710905	1.1689182723589897	1.2171892560779414	1.6969059295243574	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.422137947380896	1.3298734998378203	0.08805585256934399
GM.5.0.bHLH.0083	1.4511521063886739	0.3396205234399025	-0.7182062449128138	1.901007556543685	2.0379479341393063	0.3452142573046829	1.0536004268339847	0.5430495272965415	0.9472943974791476	2.6693607461212014	2.562079240198085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.753970135103105	1.4271813168991243	0.07547644505943771
GM.5.0.C2H2_ZF.0254	1.8573830175473944	1.680058722412413	0.9239283785841013	2.7635784135722616	0.9692502578757939	0.7634788333161527	1.267236144681298	1.064309244491208	0.8447798836503613	0.919186128674192	1.6684302375391205	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.090305759658687	1.2974375608173856	0.025158815019812566
GM.5.0.Nuclear_receptor.0068	-1.836480689736129	-1.8106848741704633	-1.7531679138406542	0.5191598412570115	-1.1121879990455499	-0.18108560859121423	-1.6486989739084936	-1.6420439094714823	-0.5027540584220167	-1.1017012115636482	-1.087654875169543	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
GM.5.0.bHLH.0012	-2.1736419385686436	-2.414626671588649	0.34183817514115267	-2.049099662539585	0.4156886203148551	-1.143230549749014	-2.577574276008644	-2.373729602251966	-0.8103547014044987	-0.5104162058899323	-1.536745870211791	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.4458402465039109	1.1352578657152124	0.056607333794578274
GM.5.0.GATA.0024	-0.45000404951233386	-0.7936128568580538	0.6465460761643691	0.45710704262625884	0.9961008902793271	-0.4011177470859367	-0.4348801298356564	0.26549446066265725	-0.294511614273468	0.1454582895144918	0.10615095341388722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.5643517421189856	1.5569250729808628	0.08176614881439084
GM.5.0.Homeodomain.0192	-1.6501250384940402	0.08309551452463368	-0.049501808177184234	-1.3938298787101138	-0.027222613404332553	-1.815300611138262	-1.5691802229814042	-0.6546089549951849	-0.23602751203399852	-0.6175433618521806	-0.6030918326618745	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1377103579047168	1.2974375608173856	0.025158815019812566
GM.5.0.C2H2_ZF.0301	1.7973517205299787	-0.4650414733607014	0.9093867039141683	0.10953863909036511	0.6471925270615094	2.094107655866018	0.14683953814056036	0.6687486691719915	1.3013686360669166	1.1614468297168195	2.119393139775247	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1377103579047168	1.4596172559195588	0.06918674130448456
GM.5.0.TEA.0005	0.8723239736913134	2.20461388991962	0.10515383982292695	1.6021173681334844	2.3198605803419805	1.7618794637945758	1.2796680409631767	-0.16236009787192227	4.20184373166114	3.02099982113022	1.3431382883023852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.01588054041242	4.2815439506973725	0.6918674130448456
GM.5.0.C2H2_ZF.0032	-0.3589026074311178	1.7078603619768207	-0.03434988944881015	1.7819332573966475	-0.4552501995012142	0.5076967842725594	-0.6410044486638637	-0.16492079494628462	0.9772142224026351	1.011018195561814	2.1784921469059375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2088172552737615	1.1028219266947779	0.056607333794578274
GM.5.0.Unknown.0049	0.23466796653019495	-0.713486383986034	-0.8881010588648985	0.7525860775354528	0.5983795970157864	1.029327341590012	-1.4500103049944277	0.867133277316073	-1.7049593099929272	-0.0688448184464308	1.4265490502286495	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.8058781701825076	0.8757703535517353	0.03144851877476571
GM.5.0.T-box.0018	-0.4570742438006162	-0.2737669931012137	-0.02886566792491814	-1.61683105056598	-0.2917500462836868	-1.5217843503625597	-1.2679861848240104	0.05266512491387815	-1.638248239913963	-0.1704503195093636	1.234405252586903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6873666745674331	0.9730781706130393	0.0062897037549531415
