# maelstrom - GimmeMotifs version 0.16.1
# method: mwu with motif score
# motif table: /home/ia1014/gimmemotifs/output/stratified.out/motif.nr.score.txt.gz
# activity values: BH-corrected -log10 Mann-Whitney U p-value
	3' UTR	5' UTR	Distal Intergenic	Downstream (<1kb)	Downstream (1-2kb)	Downstream (2-3kb)	Exon	Intron	Promoter (<=1kb)	Promoter (1-2kb)	Promoter (2-3kb)
GM.5.0.Nuclear_receptor.0064	-0.0	0.3680674585774918	-0.0	0.11411361914888103	0.16047084296450362	0.13220995691876822	-0.0	-0.0	3.4469108987114443	0.3680674585774918	0.40234559915793805
GM.5.0.Nuclear_receptor.0116	0.21541592594753642	0.232709224880586	-0.0	-0.0	0.1837457572428443	-0.0	-0.0	0.6047370026477163	-0.0	0.3213375221648019	0.31684715081717757
GM.5.0.Homeodomain_POU.0011	-0.0	-0.0	-0.0	0.1924453457622135	0.45605184642474716	0.018274802233528002	-0.0	-0.0	30.02814287376023	0.046042507323626164	-0.0
GM.5.0.bHLH.0054	-0.0	0.004739798996791832	1.2647811483482816	0.14297506920297204	-0.0	0.09947244533080786	-0.0	4.969008729902191	-0.0	-0.0	-0.0
GM.5.0.EIN3.0001	0.22591456875859753	0.16047084296450362	1.0435082133287308	-0.0	0.32717189355215726	-0.0	0.04580766497802379	-0.0	-0.0	-0.0	-0.0
GM.5.0.C2H2_ZF.0217	0.053278082308739254	-0.0	-0.0	0.28739560887829774	0.22094959302016928	0.06809970019139575	-0.0	1.5887620304166534	-0.0	0.4017656011694792	0.7929939756132295
GM.5.0.C2H2_ZF.0171	-0.0	-0.0	-0.0	0.25684961536313455	0.07832092091165203	-0.0	-0.0	-0.0	44.707469858144776	1.150988844634911	0.19624772795382273
GM.5.0.Forkhead.0040	-0.0	0.06097126553147384	18.78641605034282	0.18020122783230452	0.08768027291257365	-0.0	0.23348163069298622	4.284738180601815	-0.0	-0.0	-0.0
GM.5.0.Unknown.0193	-0.0	1.2257095272510985	-0.0	0.45844635286087076	-0.0	-0.0	0.02322630803389932	-0.0	8.728275838069987	-0.0	-0.0
GM.5.0.Nuclear_receptor.0063	0.12280557075280919	0.57931565881295	-0.0	-0.0	-0.0	-0.0	0.31325512478403983	-0.0	7.395226269889486	-0.0	0.5610285194625524
GM.5.0.C2H2_ZF.0101	0.006626850140866756	0.02339438757043871	-0.0	0.014931869638479027	0.39050140322352234	0.3550683062931243	-0.0	-0.0	1.9524952976883707	0.10063211148164078	-0.0
GM.5.0.C2H2_ZF.0073	-0.0	-0.0	-0.0	0.5901852757517335	0.23409061446877247	-0.0	-0.0	-0.0	29.79113843148242	2.1710786565385187	1.1380290390217986
GM.5.0.THAP_finger.0006	-0.0	-0.0	-0.0	0.024756509412535762	-0.0	-0.0	0.0989310871896867	-0.0	31.69054508943317	-0.0	0.014706032279750408
GM.5.0.Nuclear_receptor.0050	-0.0	-0.0	-0.0	-0.0	0.08768027291257365	-0.0	-0.0	-0.0	12.226695579591578	2.1668269222852206	0.12486000108748649
GM.5.0.C2H2_ZF.0177	-0.0	0.3264129377758057	-0.0	-0.0	0.30549882175176085	-0.0	-0.0	-0.0	35.298941526571454	0.7803077008770474	0.183841978653594
GM.5.0.bHLH.0088	-0.0	0.004655053736673237	-0.0	0.0175848460922734	-0.0	-0.0	-0.0	-0.0	34.59994054682727	1.0263962203247563	-0.0
GM.5.0.Unknown.0138	0.17134800836519806	0.30873675846678933	0.05943436866687324	-0.0	0.21902148149759978	1.341525719195929	0.7493746071494369	1.6105434442414575	-0.0	-0.0	0.01572868394096887
GM.5.0.Nuclear_receptor.0115	-0.0	0.11064713532573706	0.04176897572885282	-0.0	0.2726335589957319	-0.0	-0.0	-0.0	1.5646558494930327	-0.0	0.2642826387201367
GM.5.0.C2H2_ZF.0255	0.7599150756795435	-0.0	-0.0	0.2881532080214168	-0.0	-0.0	0.5871331088391132	3.963961303784809	-0.0	-0.0	-0.0
GM.5.0.C2H2_ZF.0289	0.001918931101175027	-0.0	-0.0	-0.0	0.20532577554356388	-0.0	1.4126917882720482	0.20738496604070814	0.04586364654014029	0.0799274276214769	0.08768027291257365
GM.5.0.Homeodomain.0197	-0.0	-0.0	-0.0	-0.0	0.4246846546675788	0.24068390004206164	-0.0	-0.0	8.168669826698968	-0.0	-0.0
GM.5.0.Prospero.0001	1.639711493928003	0.15351967260472038	-0.0	-0.0	-0.0	-0.0	2.0579166011874683	-0.0	51.60964143828323	-0.0	0.07214586888475875
GM.5.0.Unknown.0055	0.02580580720821776	0.19006166474447783	4.289815746356058	-0.0	0.0697592226132726	-0.0	1.5011405837386844	20.38481124202561	-0.0	0.10053392326233271	0.19787109282650683
GM.5.0.bZIP.0028	0.11813063748150845	-0.0	-0.0	0.2972282791582458	0.1564180916965294	-0.0	0.3504543640095257	0.10053392326233271	-0.0	0.12783292792130965	-0.0
GM.5.0.Nuclear_receptor.0111	-0.0	-0.0	-0.0	0.004655053736673237	0.21686658885029958	0.00908272769594866	0.7803077008770474	-0.0	2.3156612480192056	0.01888412990322385	-0.0
GM.5.0.bZIP.0094	-0.0	-0.0	-0.0	-0.0	-0.0	0.927240591556328	-0.0	0.4244430494802535	-0.0	-0.0	-0.0
GM.5.0.CUT_Homeodomain.0006	-0.0	0.5550535501351481	3.1695320270304994	-0.0	-0.0	0.06889005627642132	-0.0	-0.0	0.6683404855293208	-0.0	-0.0
GM.5.0.Nuclear_receptor.0137	0.5610285194625524	-0.0	-0.0	0.6854289732775343	0.05989005461765507	0.2722325202188948	-0.0	0.368647499683308	-0.0	-0.0	0.34982401134241997
GM.5.0.Homeodomain.0195	0.16003604142607494	0.17945009826235822	0.15333821081884128	0.058805253927333934	0.04182213984200815	-0.0	-0.0	-0.0	0.3308852391466665	-0.0	-0.0
GM.5.0.Unknown.0185	0.2192512836676359	0.03255918656898843	0.2937350612578916	-0.0	0.07113884844913819	-0.0	-0.0	0.3508995348855195	-0.0	0.38785714401323457	-0.0
GM.5.0.Unknown.0082	-0.0	0.02322630803389932	6.581430184060563	-0.0	0.7183404338702335	-0.0	-0.0	6.016379634790633	-0.0	0.2203310184703205	0.07943011567632466
GM.5.0.Unknown.0119	-0.0	-0.0	-0.0	0.00955912085481057	0.7120811756382984	0.16494097152473242	-0.0	-0.0	7.3958991865971315	0.1711425053075966	-0.0
GM.5.0.Ets.0038	0.010294398037073339	0.1849824303337478	3.4479203463433667	0.023503771141826658	0.017718041012356637	-0.0	1.5213367177683288	-0.0	-0.0	-0.0	-0.0
GM.5.0.C2H2_ZF.0216	0.26223973435697745	-0.0	3.174456363897108	0.05894079281782395	0.12059544736185882	0.10637738747703125	0.014480153084650364	0.7987761781858282	-0.0	0.00955912085481057	0.299753739511045
GM.5.0.Paired_box.0020	-0.0	0.13084756087875346	1.091053424406763	0.039253681749480324	-0.0	-0.0	0.9974781640806252	-0.0	-0.0	-0.0	-0.0
GM.5.0.C2H2_ZF.0219	-0.0	-0.0	4.01710760260927	-0.0	0.25229715158026395	0.2972282791582458	0.20204952058982467	2.9173208843112675	-0.0	-0.0	0.09012223135602128
GM.5.0.HSF.0009	0.010587373133441888	0.20366622901119852	-0.0	0.3584060066271453	-0.0	0.01413373401436714	-0.0	-0.0	5.199944491232345	0.5789195222601395	-0.0
GM.5.0.Unknown.0062	0.07832092091165203	0.01413373401436714	-0.0	-0.0	0.5002273903753955	0.014087625301349199	-0.0	-0.0	14.648665289132525	0.4035271457098406	0.30408389292365523
GM.5.0.Unknown.0060	0.40364675524718363	-0.0	1.184799791073282	-0.0	-0.0	-0.0	-0.0	0.066622678002287	-0.0	-0.0	-0.0
GM.5.0.C2H2_ZF.0213	-0.0	8.345383320213683e-05	-0.0	-0.0	0.03698749867959735	0.5737190348373264	-0.0	0.4371462213682198	6.639520683531401	1.096182547603874	0.46677158222739823
GM.5.0.CxxC.0001	0.7867896003541877	-0.0	-0.0	-0.0	-0.0	-0.0	2.681237590000138	-0.0	106.90833747212325	0.11830200055544557	-0.0
GM.5.0.Paired_box.0018	-0.0	0.3029681572910989	-0.0	-0.0	-0.0	0.00908272769594866	0.6791375348367664	0.07729032828212469	0.45895660515750636	-0.0	-0.0
GM.5.0.GATA.0021	-0.0	-0.0	2.5315315931431037	-0.0	0.15482856273923423	0.057569054988906423	0.7958557646013218	0.07729032828212469	-0.0	-0.0	-0.0
GM.5.0.C2H2_ZF.0125	-0.0	-0.0	-0.0	0.5094126771968595	-0.0	0.2048384510984684	-0.0	-0.0	76.2590452173637	2.6275806263082933	0.08070855407373094
GM.5.0.CSD.0001	-0.0	-0.0	2.064529159609287	0.13671122522877424	-0.0	0.031525146709981355	0.05643795426877271	0.8608824167291578	-0.0	-0.0	0.049481654289547414
GM.5.0.Homeodomain.0146	-0.0	-0.0	-0.0	-0.0	0.30887524685328754	0.08703016756279713	-0.0	-0.0	8.97627938662835	-0.0	-0.0
GM.5.0.SMAD.0018	1.244412460184646	0.06823266236329362	-0.0	-0.0	-0.0	-0.0	0.120292919322353	-0.0	48.536245659760375	-0.0	-0.0
GM.5.0.T-box.0012	-0.0	-0.0	0.9159451420718304	-0.0	0.02604699550894988	-0.0	-0.0	0.6006934432721245	-0.0	-0.0	-0.0
GM.5.0.Nuclear_receptor.0083	0.014087625301349199	-0.0	-0.0	1.864807448316085	-0.0	0.5844701691634189	-0.0	-0.0	1.6797350718828319	0.7876384483415609	0.5982332582709691
GM.5.0.Mixed.0056	0.5901852757517335	0.008564115488850296	3.370002841457105	0.14768694846205907	0.032328109283243645	-0.0	-0.0	1.8601575619907147	-0.0	-0.0	0.03609251186206686
GM.5.0.C2H2_ZF.0161	-0.0	0.6800441386374922	11.127982935422898	0.41057454892626866	0.3308852391466665	0.027352993931892385	0.7070381774123974	3.274762447846421	-0.0	-0.0	-0.0
GM.5.0.Unknown.0180	-0.0	0.19057444153079392	8.215165476350045	-0.0	0.2972282791582458	0.09966443985284382	-0.0	0.6432919256361361	-0.0	-0.0	1.5976192106272904
GM.5.0.Homeodomain.0172	-0.0	0.10295333019263225	3.500722722849262	0.0710122054619221	-0.0	-0.0	-0.0	0.6750466756963084	-0.0	-0.0	0.3265052982720164
GM.5.0.Nuclear_receptor.0119	-0.0	0.3205345382287935	3.9560741571588496	0.5501554915460236	0.015677734656487228	-0.0	-0.0	-0.0	-0.0	-0.0	0.13671122522877424
GM.5.0.C2H2_ZF.0158	-0.0	0.11508803360450871	0.8026268273118153	-0.0	0.10053392326233271	-0.0	-0.0	0.18952693287610334	-0.0	0.8041592638114203	-0.0
GM.5.0.Mixed.0042	0.024648543047998534	-0.0	-0.0	-0.0	-0.0	-0.0	0.2818762330201546	-0.0	2.6922145115170286	0.21420383367831233	-0.0
GM.5.0.Homeodomain.0108	-0.0	0.023493178038696532	0.45601415590587363	-0.0	-0.0	-0.0	0.0044310647252725375	1.561126961396901	-0.0	-0.0	-0.0
GM.5.0.Unknown.0190	0.18952693287610334	0.19781638347761973	-0.0	-0.0	-0.0	-0.0	0.08299146099319313	0.045534241872152895	0.705025730420682	0.039253681749480324	-0.0
GM.5.0.TEA.0006	-0.0	-0.0	-0.0	0.17945009826235822	-0.0	-0.0	0.004655053736673237	0.4844878858416937	0.3680674585774918	-0.0	-0.0
GM.5.0.T-box.0023	0.05137159767554199	-0.0	-0.0	0.7779393802525929	0.5376775407179266	0.3205345382287935	1.184481935192899	-0.0	0.3960226786170363	-0.0	-0.0
GM.5.0.bZIP.0021	-0.0	-0.0	0.08768027291257365	-0.0	0.00955912085481057	0.11064713532573706	-0.0	0.49650741542525006	-0.0	0.03658480505105672	0.11697741385681885
GM.5.0.Unknown.0072	-0.0	0.01888412990322385	0.8597702463471033	-0.0	0.00334639548341693	-0.0	0.1519978708379677	-0.0	-0.0	0.11462551482738519	0.14213339890766688
GM.5.0.Forkhead.0057	0.001385258769605748	-0.0	-0.0	0.0062521934324560125	-0.0	0.010994446369461456	0.038909184838022026	-0.0	41.122183422927506	0.4593927766282221	0.1403364304428412
GM.5.0.C2H2_ZF.0012	-0.0	-0.0	4.556178740041424	-0.0	-0.0	-0.0	-0.0	0.19057444153079392	-0.0	-0.0	-0.0
GM.5.0.Homeodomain_POU.0024	-0.0	-0.0	-0.0	-0.0	-0.0	0.08768027291257365	-0.0	-0.0	32.53083687930965	0.21361490800461416	-0.0
GM.5.0.Unknown.0094	0.23428559784940028	0.15351967260472038	14.71557243431847	-0.0	0.17743957277348743	0.3440061978446862	0.14191479205818466	10.575143103391067	-0.0	0.08982055848467439	1.1105882214372036
GM.5.0.C2H2_ZF.0278	-0.0	-0.0	-0.0	-0.0	-0.0	0.0799274276214769	-0.0	-0.0	44.81438517782351	-0.0	-0.0
