# maelstrom - GimmeMotifs version 0.16.1
# method: hypergeom with motif count
# motif table: /home/ia1014/gimmemotifs/output/stratified.out/motif.nr.count.txt.gz
# activity values: -log10-transformed, BH-corrected hypergeometric p-values
	3' UTR	5' UTR	Distal Intergenic	Downstream (<1kb)	Downstream (1-2kb)	Downstream (2-3kb)	Exon	Intron	Promoter (<=1kb)	Promoter (1-2kb)	Promoter (2-3kb)
GM.5.0.bHLH.0109	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	30.873435289569837	19.90365828990976
GM.5.0.Homeodomain.0153	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	64.47141855623451	29.72197553808011
GM.5.0.Unknown.0103	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	35.75346329991332	25.46997685279903
GM.5.0.Mixed.0006	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	27.31680125302445	19.931893381845995
GM.5.0.bHLH.0019	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	40.044714024069414	25.46997685279903
GM.5.0.Unknown.0054	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	32.94512768805539	20.277335781792033
GM.5.0.Homeodomain.0125	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	30.36474899752665	24.555326958441555
GM.5.0.bZIP.0086	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	48.602149169131685	30.62609960528109
GM.5.0.Nuclear_receptor.0039	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	32.3059339664717	18.620895397672946
GM.5.0.RFX.0007	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	30.677137245267826	19.347808797598603
GM.5.0.Unknown.0206	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	30.873435289569837	21.20467806695651
GM.5.0.Unknown.0047	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	17.171971662908042	24.545998716554713
GM.5.0.C2H2_ZF.0098	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	43.80035820357059	22.510937440242877
GM.5.0.Unknown.0044	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	61.55200725172544	25.982740707609658
GM.5.0.C2H2_ZF.0169	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	20.980490421137144	20.04879286011962
GM.5.0.C2H2_ZF.0257	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	42.978440757088684	43.79643066621765
GM.5.0.Unknown.0126	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	46.999019345036004	26.18206658170338
GM.5.0.Nuclear_receptor.0038	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	29.762143987284418	18.796333382436224
GM.5.0.C2H2_ZF.0232	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	55.64622743210489	25.65060004946075
GM.5.0.C2H2_ZF.0236	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	56.42701674355207	41.695536032960014
GM.5.0.Ndt80_PhoG.0001	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	17.886745886272582	19.612847449473453
GM.5.0.Ets.0029	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	42.73570693496175	29.664682287678698
GM.5.0.Unknown.0065	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.Mixed.0065	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	25.916232112867366	24.330884868807985
GM.5.0.Homeodomain.0170	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	47.96329845942181	28.589275614986498
GM.5.0.Mixed.0055	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.03509883337903136	18.45763213437079	21.801226089403276
GM.5.0.C2H2_ZF.0230	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	40.90075154177363	28.581872396130112
GM.5.0.C2H2_ZF.0197	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	29.762143987284418	20.08776411111059
GM.5.0.T-box.0010	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	47.93513295527677	30.234899715121465
GM.5.0.bHLH.0105	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	51.608055986992795	42.436945266490895
GM.5.0.Ets.0028	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	50.0740450811771	38.95306370842831
GM.5.0.C2H2_ZF.0282	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	25.097682948746257	20.667146004010856
GM.5.0.C2H2_ZF.0168	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	78.01531384719775	59.517142959356526
GM.5.0.C2H2_ZF.0157	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	58.56405332175605	22.082707501210777
GM.5.0.C2H2_ZF.0080	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	32.31510036421439	37.69803286066085
GM.5.0.Unknown.0077	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.C2H2_ZF.0165	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	39.580378528945594	18.3794916557097
GM.5.0.Mixed.0031	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	28.430129380862677	15.872803677940277
GM.5.0.SAND.0006	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	38.13116956233525	36.76802961976685
GM.5.0.GTF2I-like.0001	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	45.680581780567366	30.583079046209573
GM.5.0.bHLH.0083	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	65.48350619223676	33.55801732983537
GM.5.0.C2H2_ZF.0254	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	38.698245079314134	34.42458226752982
GM.5.0.Nuclear_receptor.0068	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.bHLH.0012	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	40.26552292007478	18.696380976477478
GM.5.0.GATA.0024	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	54.30532975179277	38.796688418088394
GM.5.0.Homeodomain.0192	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	39.798938104696894	34.194435512067486
GM.5.0.C2H2_ZF.0301	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	37.40380383605949	39.33179975798176
GM.5.0.TEA.0005	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.8345695934659839	204.3615435757222	73.5397956550094
GM.5.0.C2H2_ZF.0032	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	42.30914625286311	26.000024294555768
GM.5.0.Unknown.0049	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	27.55479672986142	23.16513180192955
GM.5.0.T-box.0018	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	21.289074858261664	29.28918866925596
GM.5.0.bZIP.0067	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	38.15101247112186	37.24753178155199
GM.5.0.C2H2_ZF.0087	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.Mixed.0022	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	1.9925887941724447	51.280186220904056	10.609064447200131
GM.5.0.bZIP.0075	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	45.93389179949202	45.859316310020766
GM.5.0.RFX.0012	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	32.3059339664717	17.367929475810286
GM.5.0.C2H2_ZF.0277	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	50.799429147691974	36.39210957936066
GM.5.0.C2H2_ZF.0249	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	48.14794652345035	21.047284171498095
GM.5.0.Nuclear_receptor.0079	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	30.05097097615149	18.055912401160953
GM.5.0.Nuclear_receptor.0102	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	50.799429147691974	32.41929037272942
GM.5.0.Homeodomain.0104	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	55.893153777317764	20.46043830329268
GM.5.0.C2H2_ZF.0240	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	32.65253614847283	40.99664782384224
GM.5.0.Rel.0009	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	45.98680707885462	20.749350126941906
GM.5.0.bZIP.0027	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	21.516796105566836	20.5084041346744
GM.5.0.Homeodomain.0046	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	38.17746193536701	28.24784547692547
GM.5.0.Rel.0007	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	51.76884755290517	33.87439828638291
GM.5.0.Unknown.0169	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	26.21474129179315	26.20996164350739
GM.5.0.C2H2_ZF.0293	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	40.70075226411406	28.05340062797288
GM.5.0.GATA.0019	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	31.627906538879923	32.315933108302815
GM.5.0.Sox.0001	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.bZIP.0099	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	20.480603814142363	34.10875476158432
GM.5.0.Mixed.0103	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	18.767696841139802	17.42335295687821
GM.5.0.p53.0010	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	29.999394387826825	27.644755665554896
GM.5.0.Unknown.0003	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.Mixed.0057	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	25.531971771306935	37.071978016070226
GM.5.0.bHLH.0086	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.GATA.0028	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	21.045616275751794	24.555326958441555
GM.5.0.Homeodomain.0194	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	42.220507002010756	30.234899715121465
GM.5.0.Homeodomain.0189	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	28.63331103181209	27.380687553825755
GM.5.0.Unknown.0182	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.22132990896763602	37.05088670984534	21.63628680265772
GM.5.0.Unknown.0042	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	81.77384816261005	35.59391253477305
GM.5.0.bHLH.0057	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	68.86040666503179	42.41016887675144
GM.5.0.C2H2_ZF.0185	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	54.04052286533367	26.281102113139912
GM.5.0.Unknown.0017	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	50.18981633375916	24.805804399174455
GM.5.0.C2H2_ZF.0075	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.GATA.0030	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	53.87346317845126	15.68638602912017
GM.5.0.Homeodomain.0044	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	45.45328868941798	35.25923108883802
GM.5.0.Rel.0024	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	48.09938621802842	38.8528427115799
GM.5.0.Mixed.0105	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	27.02493291517048	22.440592599678347
GM.5.0.C2H2_ZF.0123	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	41.980237501591	26.199399515286
GM.5.0.GATA.0015	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	50.66446828296988	36.69701546189637
GM.5.0.bHLH.0059	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	32.80329823882952	23.26774091856387
GM.5.0.Unknown.0076	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	17.667023602537075	15.97467067367173
GM.5.0.bHLH.0078	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	30.265268570171454	22.49241405391927
GM.5.0.Homeodomain.0177	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	57.095057869024345	17.9516658355549
GM.5.0.Nuclear_receptor.0082	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	52.31534238446697	25.82214407127873
GM.5.0.Homeodomain.0132	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	27.03649342017236	31.423957617517168
GM.5.0.C2H2_ZF.0202	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	32.50162173510041	27.153941890816935
GM.5.0.C2H2_ZF.0011	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	28.49377343482466	40.59364605510925
GM.5.0.SMAD.0009	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	35.24501643995519	24.73726964506621
GM.5.0.bZIP.0061	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	55.3073060711276	32.957336274825394
GM.5.0.C2H2_ZF.0151	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	40.604885565883954	25.82214407127873
GM.5.0.Mixed.0091	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	43.54202153257417	43.52373028377195
GM.5.0.MADS_box.0001	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	25.59386281996355	10.128965905957422
GM.5.0.STAT.0015	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	35.23322838454874	21.20467806695651
GM.5.0.T-box.0016	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	26.292458089516945	33.56960083239237
GM.5.0.Mixed.0012	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	64.24055145926454	38.263802433367054
GM.5.0.Homeodomain.0042	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	49.070604141287504	36.1856351956877
GM.5.0.bZIP.0070	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	43.31154765904799	15.11876069882027
GM.5.0.Grainyhead.0007	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	55.466217189278446	20.913598152122294
GM.5.0.C2H2_ZF.0284	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	89.82515417029381	61.62201372556456
GM.5.0.bHLH.0051	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	41.183218513100414	15.459295553919747
GM.5.0.Mixed.0109	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	50.80171827302534	34.964331465810695
GM.5.0.Paired_box.0017	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	28.430129380862677	15.872803677940277
GM.5.0.Ets.0025	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.Mixed.0008	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	132.7757032567657	65.03350214952145
GM.5.0.Grainyhead.0008	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	38.13116956233525	32.59368845559041
GM.5.0.T-box.0025	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	60.45942950736773	50.51055304267316
GM.5.0.bZIP.0102	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	59.35664465682985	25.38551285878518
GM.5.0.bHLH.0129	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	41.370112596400176	32.28136204338453
GM.5.0.Nuclear_receptor.0147	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	43.021746472956124	36.54607323346599
GM.5.0.C2H2_ZF.0266	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	26.470409322852785	30.73826555839725
GM.5.0.Mixed.0052	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	60.13253008742414	34.292643014634244
GM.5.0.Nuclear_receptor.0069	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	39.743573039256866	28.20447601141362
GM.5.0.bHLH.0061	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	46.10354016571809	24.710415860805373
GM.5.0.C2H2_ZF.0114	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	47.34994229023363	21.353096386794718
GM.5.0.GATA.0018	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	52.00715554363456	22.531497651024015
GM.5.0.Mixed.0036	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	26.453829107189833	23.382571451421764
GM.5.0.C2H2_ZF.0069	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	32.793921418819096	45.57049269242448
GM.5.0.Homeodomain.0100	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.bHLH.0095	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	69.66908746247385	35.8843900002042
GM.5.0.Grainyhead.0001	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	44.884541519696214	40.263916580138996
GM.5.0.bHLH.0112	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	42.991867493316114	44.21559786648367
GM.5.0.Myb_SANT.0002	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	140.19436601029125	63.16369329273938
GM.5.0.Mixed.0078	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	33.61422568878963	29.73297142606714
GM.5.0.C2H2_ZF.0040	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	39.24054002384482	20.683203663402132
GM.5.0.Mixed.0062	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	34.66519390964821	40.30739467906318
GM.5.0.Nuclear_receptor.0009	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	38.438517335466365	21.026913808895465
GM.5.0.Homeodomain.0082	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	49.277039153415494	35.377820369603555
GM.5.0.MADS_box.0019	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	57.095057869024345	17.9516658355549
GM.5.0.Ets.0037	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	32.98120049744775	28.146916422231897
GM.5.0.Pipsqueak.0001	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.bHLH.0047	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	36.66971659960181	24.73726964506621
GM.5.0.Homeodomain_POU.0026	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	37.649613313072116	39.564843545256515
GM.5.0.HSF.0008	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	42.70314058451398	32.60939926666105
GM.5.0.GATA.0022	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	13.403475480216258	17.17031746756514
GM.5.0.Paired_box.0010	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	45.320806511144674	22.510937440242877
GM.5.0.Nuclear_receptor.0095	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	50.29164528590165	38.131890482339806
GM.5.0.Homeodomain.0187	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	33.00231260331534	41.44194367249481
GM.5.0.Myb_SANT.0017	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	29.246748044615053	20.667146004010856
GM.5.0.Unknown.0147	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	88.9300714792476	20.10050587736484
GM.5.0.C2H2_ZF.0140	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	61.249201825869456	41.7367056768546
GM.5.0.C2H2_ZF.0154	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	48.46854828710647	33.14388945117141
GM.5.0.Unknown.0102	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	37.31816828678585	37.248031131569554
GM.5.0.Nuclear_receptor.0112	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	21.084243588732814	36.272822522532344
GM.5.0.Unknown.0018	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	19.987220719943174	21.939551522135886
GM.5.0.Homeodomain_POU.0006	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	36.66971659960181	28.80159830486823
GM.5.0.IRF.0003	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.T-box.0007	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	48.2667836044067	32.60939926666105
GM.5.0.C2H2_ZF.0267	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	80.70796552410968	37.45371861846474
GM.5.0.bZIP.0091	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	41.657399151842185	27.324100818388953
GM.5.0.Homeodomain.0199	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	18.212954033185323	16.698469590589017
GM.5.0.Forkhead.0041	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	58.53393668973222	36.242375393958994
GM.5.0.HSF.0003	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	49.86105993529118	30.958640335524525
GM.5.0.STAT.0008	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	61.37273442121951	29.72197553808011
GM.5.0.MADS_box.0015	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	32.442659907489194	34.68676640716951
GM.5.0.Unknown.0021	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	21.904108276368326	29.978619050047858
GM.5.0.Unknown.0046	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	41.90019400601483	32.99993503319614
GM.5.0.C2H2_ZF.0179	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	40.20573810612428	27.324100818388953
GM.5.0.Unknown.0133	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	67.22624003135452	27.756747800512997
GM.5.0.Homeodomain.0150	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	82.13281354957249	47.68805044411461
GM.5.0.C2H2_ZF.0226	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	48.64606160949873	26.666841474132276
GM.5.0.C2H2_ZF.0248	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.C2H2_ZF.0036	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	52.73417143865529	14.852459319118969
GM.5.0.bZIP.0068	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	28.239350532282693	16.56226506102454
GM.5.0.Unknown.0043	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.Forkhead.0042	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	83.07930878100497	45.35431615679002
GM.5.0.Paired_box.0011	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	51.8464477042263	36.420958268696864
GM.5.0.p53.0009	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	37.05088670984534	33.09547202365853
