# maelstrom - GimmeMotifs version 0.16.1
# method: hypergeom with motif count
# motif table: /home/ia1014/gimmemotifs/output/stratified.out/motif.nr.count.txt.gz
# activity values: -log10-transformed, BH-corrected hypergeometric p-values
	3' UTR	5' UTR	Distal Intergenic	Downstream (<1kb)	Downstream (1-2kb)	Downstream (2-3kb)	Exon	Intron	Promoter (<=1kb)	Promoter (1-2kb)	Promoter (2-3kb)
GM.5.0.C2H2_ZF.0149	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.C2H2_ZF.0178	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	50.97245410602852	32.957336274825394
GM.5.0.Homeodomain.0089	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	31.895670530939984	32.55610925088984
GM.5.0.Unknown.0073	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	76.4874273879153	28.200343842935144
GM.5.0.Homeodomain.0030	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	28.111114800922934	51.762543628844895
GM.5.0.C2H2_ZF.0115	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	48.684171499054635	29.890775766441394
GM.5.0.C2H2_ZF.0238	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	35.46067350931262	29.295996826802593
GM.5.0.bHLH.0124	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.48491079332171116	54.80361814657437	27.72219218879453
GM.5.0.C2H2_ZF_Homeodomain.0003	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.Unknown.0155	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.12094934069393057	43.36078325239081	33.16278060947222
GM.5.0.C2H2_ZF.0134	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	36.72715033961162	17.367929475810286
GM.5.0.TEA.0008	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	58.032273189162176	44.72808910955799
GM.5.0.Homeodomain.0201	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	45.66442764114091	36.10133778108391
GM.5.0.Sox.0010	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.Forkhead.0048	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	31.895670530939984	28.360351648693385
GM.5.0.Sox.0035	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	46.14846845176696	35.39380861729753
GM.5.0.C2H2_ZF.0222	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	24.8166835532959	24.31213073939938
GM.5.0.CUT_Homeodomain.0010	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	23.84776105454655	35.254094536967834
GM.5.0.Homeodomain.0010	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	67.22780360209156	39.691938258980876
GM.5.0.AT_hook.0002	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	30.60382308251278	37.071978016070226
GM.5.0.Rel.0013	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	23.155377035372016	37.42690595526786
GM.5.0.C2H2_ZF.0107	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	41.36192287495781	14.939018439018135
GM.5.0.bZIP.0069	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	53.94956816519822	28.20447601141362
GM.5.0.Homeodomain.0098	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	40.038376413206294	68.68035054753474
GM.5.0.Unknown.0205	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	34.883883750812444	27.855006657026237
GM.5.0.Unknown.0127	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	33.92503360496178	23.06955041773856
GM.5.0.Sox.0036	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	51.65787356146261	27.29706815001488
GM.5.0.Unknown.0106	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	39.82454846820718	43.51510133124187
GM.5.0.SAND.0008	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	37.88994247752951	25.447311230155343
GM.5.0.Homeodomain.0113	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	22.2072593401228	27.395831649950313
GM.5.0.E2F.0007	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	29.183205690987045	29.49385529550259
GM.5.0.Homeodomain.0165	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	63.01621907746743	41.93166772069177
GM.5.0.bZIP.0066	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	50.50959472149812	40.29038250048277
GM.5.0.MADS_box.0008	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	49.44147120583878	52.888015498905
GM.5.0.C2H2_ZF.0209	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	47.7092144516616	25.26550443603166
GM.5.0.Mixed.0087	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	29.999394387826825	30.434173124861385
GM.5.0.Forkhead.0055	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	35.55356099431268	41.44194367249481
GM.5.0.Unknown.0172	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.Rel.0021	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	58.667095923202226	33.3351684986784
GM.5.0.Forkhead.0027	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	63.453234868626595	57.482947010022514
GM.5.0.HSF.0007	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	48.37100185370493	39.05403953094049
GM.5.0.T-box.0002	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	37.97123752148738	31.84428994353841
GM.5.0.STAT.0016	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	19.872078736006117	20.040048358267654
GM.5.0.Unknown.0010	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	52.69582350730537	18.69194050350176
GM.5.0.Unknown.0148	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	32.80329823882952	25.988549967136315
GM.5.0.bHLH.0111	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	34.56404765906852	17.044334310896733
GM.5.0.Mixed.0108	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	39.79918654150715	14.33920245957052
GM.5.0.Unknown.0134	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	30.230236069818147	41.089532107429726
GM.5.0.C2H2_ZF_Homeodomain.0002	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.Unknown.0009	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	70.48000467836285	29.460102930380195
GM.5.0.C2H2_ZF.0092	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	85.9564417826557	44.79948940479642
GM.5.0.C2H2_ZF.0192	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	36.79366142919662	32.32323998170087
GM.5.0.Mixed.0030	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	0.12075921382143891	44.06531465810002	21.509566407438015
GM.5.0.Homeodomain.0135	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	24.73339732093787	49.28144580199602
GM.5.0.Sox.0012	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	27.55479672986142	24.555326958441555
GM.5.0.Homeodomain_POU.0025	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	27.03649342017236	25.771964728714213
GM.5.0.C2H2_ZF.0307	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	18.267380581774553	24.31213073939938
GM.5.0.Homeodomain.0053	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	49.277039153415494	35.377820369603555
GM.5.0.Unknown.0130	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	26.945710353567907	12.390127406512732
GM.5.0.Unknown.0183	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	51.05579531093262	45.3013472698416
GM.5.0.C2H2_ZF.0124	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	51.22172580718855	26.556932364395102
GM.5.0.C2H2_ZF.0200	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	33.79642663602566	26.393278570360376
GM.5.0.Homeodomain.0161	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	26.183159273490364	20.470411857983855
GM.5.0.DM.0001	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	43.91811441968005	31.756280111123925
GM.5.0.CUT_Homeodomain.0004	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	45.171273394368676	44.74138715358299
GM.5.0.GCM.0001	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	52.80899721408522	27.123858482496537
GM.5.0.C2H2_ZF.0147	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	46.04863012258654	18.536766991200036
GM.5.0.Unknown.0024	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.Myb_SANT.0016	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	53.52645544182688	31.493945873757962
GM.5.0.C2H2_ZF.0239	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	55.99026831915301	29.4972223767222
GM.5.0.C2H2_ZF.0252	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	41.657399151842185	28.655693391377454
GM.5.0.C2H2_ZF.0039	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	36.18246279612758	21.380334098306378
GM.5.0.STAT.0017	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	61.249201825869456	34.4237595539497
GM.5.0.T-box.0004	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	32.31510036421439	33.52510905936357
GM.5.0.bHLH.0126	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	36.984365829921785	27.644755665554896
GM.5.0.Unknown.0100	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	50.57809594863342	35.710752389053525
GM.5.0.Ets.0019	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	39.798938104696894	24.90867224608327
GM.5.0.Forkhead.0024	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	28.365865365736838	25.771964728714213
GM.5.0.bZIP.0079	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	38.32069876161598	17.9516658355549
GM.5.0.C2H2_ZF.0027	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.bZIP.0084	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	35.702659397927604	27.127971168307884
GM.5.0.Homeodomain_Paired_box.0001	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	38.438517335466365	22.30621138037965
GM.5.0.Unknown.0084	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	36.79366142919662	25.631476744731806
GM.5.0.Unknown.0075	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	41.81965936852377	23.996457172518788
GM.5.0.STAT.0019	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	32.782141536706234	44.051255266685565
GM.5.0.GATA.0020	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	39.24054002384482	27.21574743019072
GM.5.0.C2H2_ZF.0260	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	35.55356099431268	31.883559474191628
GM.5.0.Unknown.0109	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	25.80037299239801	13.789562800171588
GM.5.0.bZIP.0065	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	51.46458842093407	34.98655548507702
GM.5.0.T-box.0022	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	35.13330858471429	13.159107096036808
GM.5.0.C2H2_ZF.0251	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	40.02988766376774	33.308696345677454
GM.5.0.Mixed.0037	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	93.82136051083948	48.75797269520205
GM.5.0.Sox.0017	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	34.08592122884139	22.742120800519487
GM.5.0.Forkhead.0031	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	47.597521415190364	41.90019400601483
GM.5.0.Mixed.0061	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	40.19889307447756	15.687644708942535
GM.5.0.bZIP.0083	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	77.45066515988917	53.9653455893256
GM.5.0.Unknown.0013	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	57.58959623361949	30.059221294753623
GM.5.0.bZIP.0082	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	53.077218066304106	36.81856353627454
GM.5.0.Ets.0017	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	23.264408797949468	25.72876396917637
GM.5.0.Mixed.0075	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	35.75346329991332	28.146916422231897
GM.5.0.Unknown.0078	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	26.202559337594643	21.494056455307625
GM.5.0.Grainyhead.0005	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.Paired_box.0002	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	37.88994247752951	24.17114757535479
GM.5.0.Sox.0005	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	29.47959448937584	32.8027360873344
GM.5.0.HSF.0004	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	32.47106619771808	16.957078042766437
GM.5.0.CENPB.0001	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	53.94956816519822	20.913598152122294
GM.5.0.Homeodomain_Paired_box.0002	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	41.864994903299966	23.04694121653084
GM.5.0.Unknown.0121	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	282.04398890601686	158.12604593196284
GM.5.0.Unknown.0074	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	36.79366142919662	32.32323998170087
GM.5.0.Homeodomain.0164	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	60.45210045609408	32.26634292230228
GM.5.0.C2H2_ZF.0056	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	42.559102007991626	49.60062051745182
GM.5.0.Forkhead.0037	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	51.608055986992795	45.171273394368676
GM.5.0.C2H2_ZF.0088	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	46.47308730587934	19.872140989438332
GM.5.0.STAT.0014	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	22.11347672854747	22.888979367690848
GM.5.0.ARID_BRIGHT.0006	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	23.841155639848473	13.037921760162119
GM.5.0.Homeodomain.0017	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	47.89923134341107	60.08478688125471
GM.5.0.C2H2_ZF.0060	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	38.915599471781924	16.88818032808399
GM.5.0.SMAD.0005	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	50.250932429323	41.10133618812067
GM.5.0.Unknown.0079	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.E2F.0004	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	51.22172580718855	17.0312932674707
GM.5.0.Nuclear_receptor.0090	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.Myb_SANT.0001	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	53.3830863446751	27.186201209857643
GM.5.0.Nuclear_receptor.0086	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	34.73778666033146	28.092061822552317
GM.5.0.C2H2_ZF.0310	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	9.51350154358102	20.07305555130322
GM.5.0.Nuclear_receptor.0054	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.CSL.0001	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	35.65563243964314	41.6596310362689
GM.5.0.C2H2_ZF.0136	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	44.25475844563576	12.784719307762984
GM.5.0.Nuclear_receptor.0122	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	63.01621907746743	41.93166772069177
GM.5.0.Homeodomain.0112	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	25.962659350349572	39.0864334147601
GM.5.0.Forkhead.0047	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	38.47296411159133	28.450390481840508
GM.5.0.IRF.0012	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	56.743323296573585	39.05403953094049
GM.5.0.Homeodomain_POU.0002	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	36.23919036814039	34.65768305503938
GM.5.0.MADS_box.0004	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	48.64606160949873	40.59364605510925
GM.5.0.C2H2_ZF.0208	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	42.31408709454475	27.72829856791252
GM.5.0.Mixed.0017	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	27.580223381224314	35.13771335768629
GM.5.0.STAT.0003	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	50.0740450811771	36.29611514429986
GM.5.0.Sox.0030	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	50.64806070181855	33.198454560396144
GM.5.0.TEA.0004	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	48.11830726199082	42.598564002217095
GM.5.0.p53.0005	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	37.08839835437902	38.85934969839737
GM.5.0.Homeodomain.0184	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.Unknown.0173	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	55.79718062838635	27.257831548664754
GM.5.0.HSF.0006	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	38.32069876161598	19.19557944603438
GM.5.0.Runt.0006	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	41.52063353222795	16.74563595282975
GM.5.0.C2H2_ZF.0077	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	24.665452497361233	23.26774091856387
GM.5.0.bZIP.0076	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	40.85026824107171	27.72829856791252
GM.5.0.C2H2_ZF.0195	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	48.46854828710647	31.858151862417397
GM.5.0.C2H2_ZF.0043	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	33.312884463072635	17.63422990506702
GM.5.0.E2F.0008	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	37.47020276817808	28.360351648693385
GM.5.0.Unknown.0085	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	72.12993004174841	59.35664465682985
GM.5.0.GATA.0023	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	38.698245079314134	28.975115100068784
GM.5.0.Paired_box.0012	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	36.507718451573936	37.9422677523107
GM.5.0.Mixed.0041	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	53.480975351093626	60.628090299135415
GM.5.0.Mixed.0049	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	37.6011069331976	30.51866775415875
GM.5.0.SAND.0005	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	76.82092048641239	33.57979152818459
GM.5.0.GATA.0031	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	100.79185093862189	44.26979697258523
GM.5.0.Homeodomain.0148	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	30.926415930953794	36.07531151417788
GM.5.0.C2H2_ZF.0303	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	49.97928186665351	30.696183169116477
GM.5.0.Nuclear_receptor.0128	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	46.96249714650094	30.958640335524525
GM.5.0.Myb_SANT.0006	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	57.86237331660419	37.5401086343153
GM.5.0.Paired_box.0022	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	24.90423896798306	29.03413337479264
GM.5.0.Homeodomain.0160	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	30.29100447786104	30.902113606904738
GM.5.0.bHLH.0094	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	71.20802108298257	33.430595744735655
GM.5.0.Unknown.0014	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	37.66634972189857	24.894550949303717
GM.5.0.Ets.0031	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	57.321994342496886	33.06069814759866
GM.5.0.Unknown.0175	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	36.79290516539286	36.996039753070534
GM.5.0.Mixed.0034	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	32.23422294218842	29.177177075181206
GM.5.0.Unknown.0070	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	40.84139655744052	30.234899715121465
GM.5.0.IRF.0019	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	59.38101742471055	27.186201209857643
GM.5.0.bZIP.0043	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	39.77059724844168	39.10689453647187
GM.5.0.RFX.0011	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	37.160918488776055	22.866633806498776
GM.5.0.C2H2_ZF.0143	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	77.95037684312373	42.26427192702947
GM.5.0.C2H2_ZF.0150	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	51.30327938347221	46.57536004861562
GM.5.0.C2H2_ZF.0183	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	64.81745653586323	33.00028620138196
GM.5.0.C2H2_ZF.0162	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	60.670702316790965	29.390859149496617
GM.5.0.C2H2_ZF.0067	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	49.575069013540165	16.333865438616346
GM.5.0.Unknown.0124	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0
GM.5.0.Homeodomain.0130	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	62.04957224434924	38.780676263085326
GM.5.0.C2H2_ZF.0316	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	58.733139101067486	28.653751499019844
GM.5.0.Mixed.0024	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	-0.0	46.190216475956326	27.855006657026237
