	z-score cluster_1	z-score cluster_2	z-score cluster_3	cluster_1 % with motif	cluster_2 % with motif	cluster_3 % with motif
GM.5.0.GATA.0013	0.20579350875726743	3.020540137641794	0.756074309687277	0.0	0.0	0.0
GM.5.0.Forkhead.0043	0.2846107180756716	0.356735924524383	-0.16357047499083704	0.0	0.0	0.0
GM.5.0.Unknown.0159	-0.06428738130480759	0.08861627859472035	1.649844603169389	0.0691085003455425	0.0	0.0390625
GM.5.0.Homeodomain.0142	1.9939581672027227	0.43934941567466174	0.3854270305832656	0.0	0.0	0.0
GM.5.0.C2H2_ZF.0188	1.150860029042751	1.2660326578176924	0.6355206624993786	0.0691085003455425	0.0	0.3515625
GM.5.0.Unknown.0113	-0.37460317786328695	-1.825007039597926	-1.9051396492195516	0.27643400138217	0.0	0.390625
GM.5.0.Unknown.0171	-1.1074422526187082	1.3236597754384392	-0.3772687464285499	0.0	0.0	0.0
GM.5.0.Homeodomain.0049	-0.7402856850632752	1.9157414584047978	0.3651935907579759	0.55286800276434	0.3115264797507788	0.3515625
GM.5.0.bHLH.0098	0.6073436762120064	-0.6175443300245093	2.225279576071475	0.6219765031098825	1.2461059190031152	1.3671875
GM.5.0.C2H2_ZF.0076	-1.8318071699817762	0.9612868581558931	-1.7969250850209053	0.0	0.0	0.0
GM.5.0.RFX.0016	1.3606248091887843	-0.361348348216889	-0.6684867211923701	0.0	0.0	0.0
GM.5.0.Unknown.0027	-2.650324227327492	-0.7104662201682523	0.9521890405055432	0.691085003455425	3.115264797507788	0.9765625
GM.5.0.Nuclear_receptor.0104	0.3992406542984125	-1.1271528703097007	2.860862410571455	1.1748445058742225	0.9345794392523363	0.8984374999999999
GM.5.0.Unknown.0128	-1.5821303878771065	-1.888323676322432	-0.14139689034453118	0.27643400138217	0.0	0.42968750000000006
GM.5.0.Mixed.0104	-0.32372352328675597	1.3293618301679917	1.1418580043906688	0.414651002073255	0.6230529595015576	0.3515625
GM.5.0.bHLH.0063	-0.2624374598053635	-0.9958035868994264	3.2028375842587113	3.1789910158949555	3.115264797507788	3.8671875
GM.5.0.C2H2_ZF_Homeodomain.0003	1.7467633282788841	1.013441643291374	0.8428856463785029	0.0	0.0	0.0
GM.5.0.GATA.0016	-0.4242792941270604	1.6992912566520768	1.3323224919362893	1.4512785072563925	1.8691588785046727	1.484375
GM.5.0.Nuclear_receptor.0139	0.9148880752142209	-1.2002738075535553	0.6232205322596927	0.27643400138217	1.2461059190031152	1.171875
GM.5.0.Unknown.0099	0.3775596509768633	0.38940064543856173	0.3577345512405908	0.0	0.0	0.0
GM.5.0.C2H2_ZF.0250	-1.1153497963549464	1.140643885874023	0.22865282516047994	0.2073255010366275	0.3115264797507788	0.1171875
GM.5.0.Nuclear_receptor.0072	-1.4205594045973853	-0.2110639987846327	3.3911718010121246	1.0366275051831375	0.6230529595015576	0.625
GM.5.0.Unknown.0052	2.4631646765305266	-2.110338238302547	-1.7146643947344906	3.3863165169315828	1.557632398753894	2.1875
GM.5.0.Homeodomain.0047	-1.1541149467587064	2.17551054672798	-1.0989542798429748	0.8984105044920525	0.6230529595015576	1.09375
GM.5.0.C2H2_ZF.0131	2.6780314040895186	-1.02477342546008	-0.9041873387049721	0.8984105044920525	0.6230529595015576	0.2734375
GM.5.0.C2H2_ZF.0119	1.4607912354390935	-0.4164783360442275	1.2308887127050336	0.414651002073255	0.3115264797507788	0.9375
GM.5.0.Nuclear_receptor.0084	-1.1266871642451184	2.342542781330952	0.20613888412120382	0.414651002073255	2.1806853582554515	0.5078125
GM.5.0.C2H2_ZF.0280	0.09716149831653062	-1.509131634955905	-0.2582193181497421	0.691085003455425	1.2461059190031152	0.6640625
