# maelstrom - GimmeMotifs version 0.16.1
# method: rf with motif score
# motif table: /media/ia1014/2011CBA352BBC48B/ipek/Diff_NEUROD1_maelstrom.out/motif.nr.score.txt.gz
# activity values: feature importances from fitted Random Forest model
	cluster_1	cluster_2	cluster_3
GM.5.0.Nuclear_receptor.0041	-0.0016545659101475923	-0.0014095013343033787	0.0014074751154421485
GM.5.0.Nuclear_receptor.0125	-0.00138521541028924	0.0018197539208014476	-0.0016817310540400224
GM.5.0.Homeodomain_POU.0011	-0.0012754889107169673	0.0014097452163510178	0.0014264734188766761
GM.5.0.Mixed.0015	0.0009916350922520897	-0.0010450691385042899	-0.0013269655335157499
GM.5.0.Nuclear_receptor.0088	-0.0013947431130286638	-0.0008348614025872155	0.0015315295286635483
GM.5.0.bHLH.0084	0.0010659952364903116	-0.0013731153530755294	-0.0010007044674572594
GM.5.0.bHLH.0075	0.0012898802537780701	0.0005581498351715441	-0.0012442179125164076
GM.5.0.Mixed.0032	-0.0011247472723744966	0.0016895643951531693	0.001406840748719661
GM.5.0.C2H2_ZF.0012	0.001792093477338271	0.001076348390165713	-0.0011486076462562163
GM.5.0.SMAD.0018	0.0025055886292244243	-0.0010092991014248765	-0.002361946824639905
GM.5.0.C2H2_ZF.0233	-0.0013725274314635913	-0.001761072220083579	0.0014531555232888892
GM.5.0.C2H2_ZF.0281	-0.0014880506661705231	-0.000970788894824456	0.0019475832753381855
GM.5.0.Mixed.0065	0.001041336893814355	-0.0007621423592937856	-0.0009272469176514159
GM.5.0.C2H2_ZF.0293	-0.0010972765707947432	0.0011147075749651752	0.0015852202802423858
GM.5.0.Unknown.0157	-0.0012360460093226815	0.0017168800859914501	0.0009008956788213048
GM.5.0.C2H2_ZF.0114	-0.0012541320839211916	0.002387826929310595	0.0010883527887289796
GM.5.0.TEA.0002	0.000942121827446133	-0.0011227474517710846	-0.0014321343253679765
GM.5.0.Unknown.0086	-0.0011945845880444402	-0.001251319868504477	0.0012047713393009709
GM.5.0.C2H2_ZF.0158	0.0010233668934785892	0.001080089537115886	-0.0013088954468914208
GM.5.0.Homeodomain.0149	-0.0013511428103879844	0.0018213341199335327	-0.0012776681099729995
GM.5.0.Unknown.0047	-0.001494690984189693	-0.0011347781821207683	0.0013283229805457419
GM.5.0.C2H2_ZF.0132	0.0011421594471512544	0.0016559623467674357	-0.001319541174735183
GM.5.0.STAT.0025	0.0013442793355256783	-0.0015682923580440794	-0.0010333578238167051
GM.5.0.C2H2_ZF.0246	0.0012821907541956269	-0.0020120060352633775	0.0010115771095605389
GM.5.0.Mixed.0022	0.0015898902674315112	-0.0007960221181069007	-0.0015306785832243728
GM.5.0.Unknown.0054	0.0014279203280675229	0.0018088028012751352	-0.0010961241963027726
GM.5.0.T-box.0020	-0.0013447589488772157	-0.0011471361911252296	0.0012691542970779805
GM.5.0.Mixed.0060	-0.0019037722382435995	0.0005866789081711099	0.0016808854067247602
GM.5.0.Forkhead.0055	0.0020453815049267837	-0.0017109002681623107	-0.0009576916390130196
GM.5.0.T-box.0022	-0.001013937756486912	-0.0018831937921398969	0.0010889223034726914
GM.5.0.Unknown.0005	-0.0010025638298728936	0.0018190834605884742	0.0010662242118700334
GM.5.0.C2H2_ZF.0226	0.0011863704417207103	-0.0007498601274408716	-0.0011267008466337564
GM.5.0.Runt.0006	0.0012805631662458955	-0.0009949152544058905	-0.001215203369626422
GM.5.0.Nuclear_receptor.0120	-0.0014675689018174218	-0.0008818383171004441	0.0015375355073144715
GM.5.0.Unknown.0092	-0.0013390772448599198	-0.000946039680900492	0.0007977661222529839
GM.5.0.Forkhead.0058	-0.001239936214962259	0.0007460178962296241	-0.0013483834701502218
GM.5.0.C2H2_ZF.0171	-0.0012369336677956326	0.0005201435371180828	0.0009957468702282758
GM.5.0.C2H2_ZF.0159	0.0015991375864880771	-0.0010642383487268379	-0.0019181507367829211
GM.5.0.Unknown.0165	0.0009738391856771327	-0.0035004780517968975	0.0015011949302885636
GM.5.0.Unknown.0120	0.0011973123723572584	-0.0011222521016704028	0.0013307809076944402
GM.5.0.C2H2_ZF.0235	0.0008485171699389224	0.0007956355154043818	-0.0009483650065237692
GM.5.0.Unknown.0121	0.0026288220444278033	-0.002494026904257195	0.0006397582749212808
GM.5.0.Unknown.0126	0.0008845387943757946	-0.0014589133652490468	-0.001321500436527841
GM.5.0.Homeodomain_Paired_box.0004	0.000795175907655372	-0.00031768506366365785	0.0010578988995037964
GM.5.0.C2H2_ZF.0081	0.000802803210307097	-0.0006587587845508611	-0.0009847264984908651
GM.5.0.Nuclear_receptor.0114	-0.0015789160998415997	-0.0009959340899889006	0.0016678545674692394
GM.5.0.Ets.0032	-0.0015372303973551415	-0.0017036506111396692	0.0012498177756508292
GM.5.0.TEA.0006	0.0007824424993956574	0.0004897966961771984	-0.0012732057023020949
GM.5.0.Homeodomain.0161	-0.0013792881036328716	0.0008549894722678532	-0.0009434504856679774
GM.5.0.bHLH.0093	0.0015988607228278986	-0.0014599466194757317	0.001681996958808716
GM.5.0.Unknown.0115	-0.002651658424335598	0.0009825842680269634	0.001513273028438325
GM.5.0.p53.0002	0.0012334045105994325	0.0016641560144495906	-0.0010535022586611862
GM.5.0.RFX.0012	0.0009647387404283736	-0.0011193995645490903	0.0015394177215299174
GM.5.0.Homeodomain_POU.0015	-0.0014978870388089919	-0.0011511263698799703	0.0012491764102166329
GM.5.0.SMAD.0010	-0.0014005699549641834	0.0010622525662760385	-0.0009713793752008618
GM.5.0.Nuclear_receptor.0100	0.0007383151986419231	-0.0008421505224541128	0.0012170709432602913
GM.5.0.Myb_SANT.0002	0.0016482819294215835	0.0009269748859425481	-0.0016982466531187245
GM.5.0.Prospero.0001	0.0011783330344111048	-0.0010871426479248701	0.0015739710275582486
GM.5.0.GATA.0025	0.000997711201870863	-0.000856602627272889	0.0010471746993638068
GM.5.0.Ets.0037	0.0011514943645816462	-0.0012595407489375428	0.0010785098077873766
GM.5.0.C2H2_ZF.0216	-0.0013257086229271561	0.0009842971085711662	0.0011386205958545666
GM.5.0.GATA.0021	0.0011510934531712724	-0.0012826563938350057	-0.0010118599821068962
GM.5.0.C2H2_ZF.0047	0.0012508941116918099	0.003914603769526932	-0.0017331385099869994
GM.5.0.Homeodomain_POU.0014	0.0013629285016515632	0.0009929218616734302	-0.0015090924866454094
GM.5.0.Nuclear_receptor.0116	-0.0017115255610002952	0.0010278876457843428	-0.0010785166859964062
GM.5.0.Homeodomain.0112	-0.0009174342063916823	-0.0010005831997139311	0.001142642901713031
GM.5.0.C2H2_ZF.0213	0.0011003968867372013	-0.0009128711061992575	0.0009028018239211423
GM.5.0.Sox.0023	0.0012966096947132602	-0.0007774693893004782	-0.0011184630165506674
GM.5.0.C2H2_ZF.0240	0.0010509013493901717	0.000896953143429536	-0.0013751070697815085
GM.5.0.p53.0010	-0.001562590182561015	-0.0010418671061796264	0.0010252278526955078
GM.5.0.Unknown.0142	-0.0011294645685219185	0.0023637269430648576	-0.0019090589538160114
GM.5.0.Grainyhead.0007	-0.0011265144333342401	0.0030002005382441703	0.0015622775057173128
GM.5.0.Nuclear_receptor.0087	-0.000958352740232643	-0.0008643919592964373	0.0013424037624890368
GM.5.0.STAT.0013	0.0015529462265333758	0.0009158639422155433	-0.0013448156250320978
GM.5.0.STAT.0015	0.0017064993907225069	-0.0003608346537347371	-0.0016502424232314628
GM.5.0.SAND.0006	0.0008062953185560541	0.00089527596434163	-0.0010214983221782656
GM.5.0.C2H2_ZF.0196	-0.0016735940319218157	0.001977131227377128	-0.00143501868946573
GM.5.0.C2H2_ZF.0123	0.0013250739937220907	0.0017662479016546883	-0.0014163907743390744
GM.5.0.C2H2_ZF.0038	-0.0017349129503496476	-0.0006977522743344187	0.00130707347790457
GM.5.0.Unknown.0022	-0.0010034572670676032	0.0010473920101966205	0.0013242537612536776
GM.5.0.SMAD.0009	-0.0010213494694366531	0.0013170923132923991	0.001190921980802058
GM.5.0.Sox.0020	0.0014117291108305039	0.0014422156479938974	-0.0017328353898128203
GM.5.0.C2H2_ZF.0125	-0.000948184724696393	0.0018511844720450967	0.0014613206451635375
GM.5.0.GATA.0028	-0.0014956629551553914	-0.0019174375712882443	0.0018913214959133174
GM.5.0.Unknown.0059	0.001184126777361348	0.0010847349061169661	-0.0011544917754505316
GM.5.0.SAND.0002	0.0011441390880083024	0.0028463069454807686	-0.001473713828915687
GM.5.0.Unknown.0023	0.0011292921072721686	-0.0009957989005490477	-0.0012818080100403092
GM.5.0.bZIP.0021	0.0013748033071970516	-0.0007477245962048272	0.0013279964757560284
GM.5.0.C2H2_ZF.0310	-0.0014022000987128484	0.0005496830347625449	0.001172866387005113
GM.5.0.CxxC.0001	0.0024758759739446352	0.0010656306111281842	-0.0026283000932589644
GM.5.0.bHLH.0096	0.001102977523958426	0.00045465234243213906	-0.0013616154230882969
GM.5.0.C2H2_ZF.0034	0.0013328786395548156	-0.001912310187546484	-0.0013463767140187797
GM.5.0.C2H2_ZF.0150	0.0008952083381367135	-0.001564864997822148	-0.0011542114989935058
GM.5.0.Zinc_cluster.0001	0.0013858785712959692	-0.0014387707482180797	-0.0013841340909515269
GM.5.0.Mixed.0078	-0.0010591726109182504	0.0015230418377182055	0.001512767467488328
GM.5.0.Unknown.0173	0.0017332161212564668	-0.0011231753587697554	-0.0011661608049767292
GM.5.0.Mixed.0056	0.00117264692601116	-0.0009674219775887954	0.0014294449033680095
GM.5.0.bHLH.0088	0.001271320679471335	0.0008697818332355662	-0.0012895527062459413
GM.5.0.Nuclear_receptor.0083	-0.0015349414416255854	0.000597445561067952	0.0012312756198648279
GM.5.0.Nuclear_receptor.0090	0.0012739963702819565	-0.0010693608408879703	0.0007601237266679008
GM.5.0.MADS_box.0016	-0.0007016725716641613	0.002300843944759294	-0.0014061281922931599
GM.5.0.C2H2_ZF.0160	0.0017212909198341378	0.0007641087743931002	-0.0012843820301295713
GM.5.0.Ets.0029	-0.0016181929124408987	-0.0007757760296617287	0.0015280720670382347
GM.5.0.Forkhead.0031	0.0012469084271520595	-0.0011534363397863476	-0.0010871027005445006
GM.5.0.Unknown.0138	-0.001492343728622843	0.0016126242610663604	0.0012625997813574257
GM.5.0.C2H2_ZF.0197	0.0011527277572119582	0.0013310666044348705	-0.001489374364244321
GM.5.0.Unknown.0162	0.0028961925116058533	-0.0009484545962543158	-0.0028344654578243574
GM.5.0.Mixed.0035	-0.0009679783169173179	0.0017477885354159613	0.001295874482438171
GM.5.0.STAT.0018	-0.0013152150979186964	-0.0031170819187318747	0.0018150172222160211
GM.5.0.Forkhead.0057	-0.001570281007300199	0.0009444488390124896	0.0010903491679697965
GM.5.0.bHLH.0105	0.001064123691022551	0.0008852847088622398	0.0011357418052199174
GM.5.0.Nuclear_receptor.0115	0.0012146790103905738	-0.002487732923243158	0.0011777532314445655
GM.5.0.C2H2_ZF.0147	0.0016088875690356446	-0.0016620954398022469	-0.0012328910994454732
GM.5.0.IRF.0003	0.0008399292725607807	0.001070700628067461	0.0009007356336583086
GM.5.0.Paired_box.0020	0.0010749927453120674	0.0011175861252685827	-0.0011662143306139221
GM.5.0.CUT_Homeodomain.0006	0.0014057436650346988	0.0016064691431657864	-0.0015645128980555202
GM.5.0.RFX.0014	0.0008896278749037319	0.001800584848832728	0.0009542039866265689
GM.5.0.Unknown.0082	0.001556954993803043	-0.0015310621068446292	-0.0013744483326939474
GM.5.0.Unknown.0127	0.001437460964347498	-0.0021136391622729226	-0.0009368423597675138
GM.5.0.C2H2_ZF.0282	-0.0013247347730685043	0.0012699212544891151	0.0013877393883208195
GM.5.0.bHLH.0079	0.0011537645537965011	-0.0007626606057687353	-0.0015665127994612404
GM.5.0.bHLH.0111	0.0014387647207834242	0.0011180560953713622	-0.0014050098147437586
GM.5.0.Unknown.0077	0.0011770655709585198	0.0019313557230399802	-0.0012587197061513194
GM.5.0.C2H2_ZF.0219	0.001395751263364525	0.0018150258107401667	-0.0013142823429281698
GM.5.0.C2H2_ZF.0203	0.0010087002352838982	-0.0011895900317533939	0.0012300390611541588
GM.5.0.bZIP.0077	0.0013502019466132427	-0.0011772413137201	0.001479581232939845
GM.5.0.Unknown.0105	-0.0011951948158719073	-0.00136478550048615	0.00107888609481109
GM.5.0.C2H2_ZF.0238	0.0010793157612933092	0.0012669933867745988	-0.00135822353198511
GM.5.0.Unknown.0183	-0.0012955929145020612	0.000986419764820009	0.0015413270558969092
GM.5.0.C2H2_ZF.0192	0.0011197093992903891	-0.0015091696302668722	0.0009201568071336833
GM.5.0.Pipsqueak.0001	0.000571588181680303	-0.0014630926923749317	-0.001165145544260032
GM.5.0.Unknown.0193	-0.0013935756163473958	0.0011902617852490715	0.001099711279065886
GM.5.0.C2H2_ZF.0274	0.0011160380433931506	0.001958805439453428	-0.0014884406168088854
GM.5.0.Nuclear_receptor.0085	-0.0013212647271534461	-0.0019755007820098738	0.0014727698704625498
GM.5.0.GATA.0018	-0.0009111047921516448	0.0010634560580374084	0.0013367825146041177
GM.5.0.C2H2_ZF.0225	0.0013329739487513215	-0.0011898193040204496	0.0012193644179339634
GM.5.0.E2F.0012	0.002783051123228823	0.0012569593285982443	-0.0033149082586678663
GM.5.0.Ets.0023	-0.0012242001939506248	0.0007624741557347533	0.0014084642428029523
GM.5.0.Mixed.0055	-0.0010663578312026566	-0.000834103747691773	0.001414138588700164
GM.5.0.CUT_Homeodomain.0010	-0.0012309212583170156	0.0010774787165112845	0.0012206679354384647
GM.5.0.Ets.0028	-0.0012345240438035876	0.0015672891954444977	0.0013589688831229408
GM.5.0.C2H2_ZF.0283	-0.0009857980645936635	-0.0015177856703527898	0.0011556392763377478
GM.5.0.Mixed.0062	0.0013480256716190942	-0.00150235531027513	-0.0013645165182168803
GM.5.0.bHLH.0055	0.001422055691883756	-0.0009636743815065276	-0.001150052810793054
GM.5.0.C2H2_ZF.0209	0.0012124104802368303	-0.0018744989718081945	0.0013927273030384635
GM.5.0.bHLH.0115	0.0010494251578908912	-0.0009265781908810406	-0.0013696083478092597
GM.5.0.Nuclear_receptor.0066	-0.0011389124649104731	0.0015996727146561913	-0.001494855732107579
GM.5.0.Rel.0021	0.0011359106805702449	-0.0008201846231059465	-0.0008964810278064719
GM.5.0.Nuclear_receptor.0092	0.0014873657283624012	-0.0012511207696926856	-0.0016148131678120946
GM.5.0.Unknown.0012	0.0011542325312767982	-0.0024751885938294545	0.0014827476234500051
GM.5.0.p53.0009	-0.001508266361499037	-0.0011927683252595318	0.001244406553349947
GM.5.0.Nuclear_receptor.0135	0.001044218764716516	-0.0008371932998011197	0.0012799502523201426
GM.5.0.C2H2_ZF.0177	-0.001121409995710968	-0.0013470685116872365	0.0013608043563993696
GM.5.0.C2H2_ZF.0126	-0.001159798161506138	0.001111526069172674	-0.0012372670712745527
GM.5.0.Nuclear_receptor.0081	-0.0013726029506492148	-0.0017767542380977307	0.0014814479654827726
GM.5.0.C2H2_ZF.0056	0.0012051839115764203	0.0008788636529788175	-0.0018287631619857087
GM.5.0.C2H2_ZF.0080	0.001728014060465182	-0.001065137871180915	-0.0013653343743867587
GM.5.0.Myb_SANT.0010	0.0006713300774753982	0.0008175285629857416	0.0008949340965208938
GM.5.0.Nuclear_receptor.0049	-0.002147505393823162	0.0013105777189639364	0.0012875403670917546
GM.5.0.Sox.0018	0.0015864572494568069	-0.0010757573135329504	-0.001443240006518811
GM.5.0.bZIP.0067	0.0011656224369937386	-0.0012494821715726874	-0.001202230015734426
GM.5.0.Mixed.0072	0.001225059599195757	0.0013010531482377306	-0.0009257032441449739
GM.5.0.bHLH.0119	0.0012947137117060121	0.0009312156302506183	-0.0014445017246367585
GM.5.0.C2H2_ZF.0016	-0.0011554442366752506	0.0015216170190757937	-0.0010789178928075594
GM.5.0.T-box.0011	-0.001403379645380727	0.001759797997065157	0.0012246259378882593
GM.5.0.Unknown.0129	0.0012563230733135344	-0.0010038680066225135	0.0014342870783096515
GM.5.0.C2H2_ZF.0084	-0.0010523804568470024	0.001559323347952572	-0.0009755378798701325
GM.5.0.C2H2_ZF.0140	0.0012040589844273643	-0.0021669175844794717	-0.0011218423663656978
GM.5.0.Homeodomain.0082	0.0014440182144769332	-0.001711609490568702	-0.0012105848792750464
GM.5.0.bHLH.0054	0.0011567147013624407	0.0006902590500771977	-0.00141508968259009
GM.5.0.Nuclear_receptor.0016	-0.0021450638944950544	-0.001068036307711967	0.0016944102283048526
GM.5.0.Mixed.0073	0.0014728593151338016	0.0018424586585653055	-0.0010877823137098955
GM.5.0.C2H2_ZF.0165	0.0010132446342228246	-0.0010625952888962892	-0.0013741061242403374
GM.5.0.T-box.0019	0.0010718219289828804	-0.0015252901052970615	0.001328521741202899
GM.5.0.AT_hook.0003	-0.0012967457959694253	0.001131422391974612	0.001107012355780939
GM.5.0.C2H2_ZF.0092	0.0009875772300428876	0.0013451951073712048	-0.0018546103151861454
GM.5.0.bZIP.0060	-0.001231073752640049	0.0014493915756921463	-0.0010538829900659206
GM.5.0.T-box.0010	-0.0010970233692650508	-0.0014296620884505827	0.0016120606771912235
GM.5.0.Mixed.0103	0.0013111326996854084	-0.0014334896139464829	-0.0014580791514760153
GM.5.0.Unknown.0148	-0.001174039268051743	0.0011384424417875288	-0.0018453340392083916
GM.5.0.C2H2_ZF.0256	0.0013658940840837743	0.0014632772784380047	-0.0010571350453025476
GM.5.0.C2H2_ZF.0146	-0.0008736537481120033	0.0011399313285156503	-0.0012937303876832445
GM.5.0.C2H2_ZF.0255	0.0014562609194383063	-0.0006518978603313044	-0.0015283124094432766
GM.5.0.C2H2_ZF.0200	-0.0011826068891435987	0.0013786808832228557	0.001242288596549499
GM.5.0.Forkhead.0042	0.0011354818587301155	-0.0011323026210588176	-0.0014448990539629078
GM.5.0.Unknown.0169	0.0012936831319679345	0.000939890152356261	-0.00123747811755545
GM.5.0.C2H2_ZF.0046	-0.001254468065843732	0.0007315258639532381	0.0016068775591659772
GM.5.0.Nuclear_receptor.0056	-0.0010180985002231338	0.0016522622480106325	0.0011681453776422608
GM.5.0.GATA.0015	-0.0010350693476634482	-0.0008631170126205311	0.00101783040302805
GM.5.0.STAT.0014	0.0014975211588569384	-0.0010282378721934732	-0.0012939534995843375
GM.5.0.Ets.0049	-0.001366244750333507	-0.0009063648721634866	0.0011674975866929572
GM.5.0.Sox.0004	0.0014570005622194944	0.0015121704803592122	-0.0013758340207227992
GM.5.0.Nuclear_receptor.0046	-0.001062786538320496	0.0007706718423846274	0.001494152616635942
GM.5.0.Unknown.0103	0.0012051580652821562	-0.0012025630759932731	0.0009166230928856631
GM.5.0.bZIP.0034	0.0015958255976376472	-0.0013163593346037312	0.0017577350016330978
GM.5.0.Unknown.0018	-0.0012423489346364196	-0.001138978423215214	0.0012792565049082692
GM.5.0.C2H2_ZF.0124	-0.0013408637417345977	0.002006444148373174	0.001147644065380292
GM.5.0.Paired_box.0002	0.0013824476416909794	0.0005547513983503796	-0.0013190250470870878
GM.5.0.C2H2_ZF.0060	0.0010802691334194103	-0.0014530094477470067	-0.0010958694785098847
GM.5.0.C2H2_ZF.0303	0.0013154580102508284	-0.0009135131812198642	0.0009446466367505875
GM.5.0.RFX.0007	-0.0010923027010881757	0.0005270365963176404	-0.0011430339332044515
GM.5.0.Nuclear_receptor.0143	-0.0015435046662271314	0.0007851143980412839	0.0015970492166331022
GM.5.0.Unknown.0122	0.0016578680762244153	0.000830672284919189	0.000931749412268074
GM.5.0.Unknown.0089	0.0009874714816947002	0.0010530538466144695	0.0007385970214399047
GM.5.0.Homeodomain.0195	-0.0011088259184644416	-0.00135872021555882	0.0010246861253250612
GM.5.0.Mixed.0108	-0.00118417034048685	-0.001805448617670591	0.0013428052719006464
GM.5.0.C2H2_ZF.0134	-0.0015306638943692495	-0.0008132584299999118	0.0016898919693552478
GM.5.0.Paired_box.0010	0.0010157076343914916	-0.0017231644545277036	0.0011331768664290193
GM.5.0.Unknown.0190	0.001357119463305777	-0.0012331767102409501	-0.0009290624054132862
GM.5.0.Nuclear_receptor.0065	-0.0016773245104243285	-0.001107018992911435	0.0018879106693295866
GM.5.0.Mixed.0031	0.0011999432074958215	-0.0014733895634398897	-0.0013389787004325967
GM.5.0.Unknown.0182	-0.0012481143161429222	0.0027220827697793334	-0.001341768796324181
GM.5.0.Paired_box.0016	-0.0012305809890442668	0.0013403876483035293	0.0015115065129286801
