SYMBOL	Unique on data 13	Unique on data 16	Unique on data 17	Unique on data 14	Unique on data 15	Unique on data 18
Gpnmb	368.716510536127	330.887891175119	477.002962401814	1043.38915174097	1222.07546466255	1076.26003045409
Sema3a	158.560683711782	189.226512765771	128.665272753121	499.580354927999	640.708760304874	933.632447621708
Grm3	173.661701208142	124.08295919067	141.217982290011	360.863878106945	419.103270127067	442.530986733989
Clic1	327.188712421136	272.982510219473	301.265028885356	597.083965447146	747.339017084991	686.925277317045
Dlx1	854.465906669045	842.730097836631	799.189173848653	379.962523466366	311.545793722775	242.08141086145
Clu	3406.53786355391	2871.48648060408	3469.77812782197	5778.84800901623	6863.27965814281	6757.46358662615
Aff2	792.803418558908	994.731722845201	930.992623985996	1966.15528015929	1742.24567382469	1744.68226999829
Rasgef1c	649.343752343486	688.660423508216	541.858628342411	1189.14197158918	1345.39567467782	1238.16161096653
Vstm2a	2628.83546249136	2649.17117872079	2829.58994144058	1686.71194279514	1767.28060367741	1740.82747046228
Adarb2	343.548148042193	409.473765329209	376.581286106695	144.747627987187	168.753971599837	187.343257450103
Pltp	615.366462976676	453.936825705866	504.200499731742	1039.36838429688	1150.67955360108	1016.12515769233
Yap1	225.256844320705	213.009079943983	229.086949048239	392.024825798631	418.176050502892	427.882748497149
Cck	1384.25993716635	1117.78065737595	1847.34042017895	578.990511948748	639.7815406807	589.013369102382
Iqcf5	122.066558095578	108.572589291836	112.974385832009	222.147401285891	272.602569507428	305.30012325202
Unc5c	3305.86441357818	2970.75284795661	3197.80275452269	1992.29026854586	1976.83223874094	2137.10086276414
Prss23	158.560683711782	140.627353749425	157.954928339197	299.547174584595	547.059578263207	570.510331329532
Sox1ot	606.557536103799	792.062889500441	614.036708179528	297.536790862551	234.586564916256	338.451399261709
Rhoc	167.369610584658	154.069674328415	149.586455314604	280.448529225175	368.106190797446	381.625154065025
Arpc1b	271.818314934483	173.716142866937	208.165766486756	449.320761876893	712.104671366344	636.041923441708
Vcl	884.667941661765	762.076174362695	811.741883385543	1275.58847163708	1444.60817446454	1343.01215834601
Angpt1	220.223171821919	148.899551028803	233.271185560536	650.359134081319	669.452568654297	417.08930979632
Bst2	60.4040699854406	24.8165918381339	42.8884242510403	137.711284960032	165.045093103137	218.181653738186
Cd52	27.6851987433269	20.6804931984449	17.7830051772606	75.3893895766599	88.0858642966181	70.9283114625905
Axl	174.920119332838	133.38918112997	173.645815260309	303.567942028684	383.86892440842	349.244837962538
Plin2	117.032885596791	86.8580714334687	114.020444960083	234.209703618157	454.337615845714	684.612397595439
Rcn3	88.0892687287675	38.2589124171231	61.717488556375	181.939726845006	213.260513560233	248.249090119067
Unc93b1	45.3030524890804	29.9867151377451	41.8423651229661	128.664558210833	119.611331518566	98.682868121865
Ltbp2	99.4150318510376	37.2248877572009	39.7502468668178	171.887808234784	551.695676384081	729.328072213159
C1qa	66.696160608924	56.8713562957235	62.7635476844492	269.391418753931	269.820910634904	129.521264409948
Vasn	99.4150318510376	62.0414795953348	79.5004937336356	183.95011056705	281.874765749178	400.899151745077
Ppp4r4	1502.55124088783	1922.25184279546	1762.60963080495	1066.50856454448	955.96343252435	969.867563260205
Cav1	161.077519961175	155.103698988337	230.133008176314	396.04559324272	612.892171579627	431.73754803316
Sorbs3	179.953791831625	88.9261207533132	135.98768664964	311.609476916861	479.372545698437	515.001218010983
Pon2	356.13232928916	301.935200697296	372.397049594398	620.203378250655	617.528269700501	568.197451607926
Sparc	7948.16887558422	3750.40744153799	5430.09293383293	13114.7382107557	17771.0913169366	19224.6562459908
Nfkb2	86.8308506040708	52.7352576560346	65.9017250686716	156.809930319452	181.735046338286	182.717498006891
Mmp14	471.906796761254	304.00325001714	384.949759131288	744.847169017399	930.928502671627	821.843261077407
Anxa2	508.400922377458	308.139348656829	417.377592101587	782.039267875218	1238.7654178977	1142.56258247347
Ecrg4	583.906009859259	479.787442203922	761.531045237983	1171.04851809078	1875.76529970588	2574.23513014771
Cntn5	529.794030497302	695.898596127672	494.785967579074	1270.56251233197	1145.11623585603	1013.04131806352
C3ar1	46.5614706137771	45.4970850365788	56.4871929160043	182.944918706028	257.76705552063	110.247266729896
Slc6a1	20409.0251463307	23945.9430744794	20078.0589042553	13381.1140539266	11330.6238074176	13751.6118647633
Ass1	368.716510536127	193.36261140546	247.916013353574	584.016471253858	760.32009182344	808.736942654972
Slc12a4	385.075946157184	341.228137774341	356.706162673286	555.871099145239	597.129437968653	589.013369102382
Vegfd	166.111192459962	595.598204115214	757.346808725687	86.4465000479033	75.1047895581691	25.4416769376683
Msn	960.173029143566	599.734302754903	929.946564857922	1626.40043113381	2356.99228465266	1883.45505329466
Samd4	834.331216673898	649.367486431171	669.477841967458	1147.92910528727	1458.51646882716	1491.0364605288
Htr3a	210.155826824345	210.941030624138	203.98152997446	116.602255878567	91.7947427933178	77.8669506274091
Emid1	156.043847462388	90.9941700731577	83.6847302459322	329.702930415259	373.669508542496	253.645809469481
Adgre1	123.324976220275	137.525279769659	154.816750954975	358.853494384901	517.388550289609	266.752127891916
Lcn2	543.636629868965	473.583294244389	869.275135429621	2026.46679182062	2501.63854602395	1276.70960632663
Klhdc7a	173.661701208142	109.606613951758	179.922170028754	310.604285055839	401.486097267743	418.631229610724
Lhx6	1795.76266394216	1987.39539637056	1685.20125532746	980.062064496578	716.740769487218	1077.03099036129
Lgals9	64.1793243595306	41.3609863968898	44.9805425071886	108.56072099039	176.171728593236	164.214460234041
Lgals3bp	351.098656790373	225.41737586305	308.587442781875	540.793221229907	764.956189944315	686.925277317045
Mchr1	201.346899951469	177.852241506626	192.474879565644	87.4516919089254	104.775817531767	74.7831109986008
Csf1	338.514475543407	177.852241506626	240.593599457055	521.694575870486	736.212381594892	705.428315089895
Cpne7	6263.14700661537	8153.28444348691	8460.52622786375	4364.54306055809	4471.98024739567	4520.90889583294
Dcxr	260.492551812213	268.846411579784	254.192368122019	531.746494480707	612.892171579627	413.23451026031
Ms4a6c	20.1346899951469	18.6124438786004	15.6908869211123	75.3893895766599	97.3580605383673	49.3414340609325
Gabra2	8008.57294556966	8524.499296399	9332.93954067759	5556.70060773034	5712.60010454172	4635.78192200605
S100a6	109.482376848611	66.1775782350238	121.342858856602	204.053947787493	361.615653428221	371.602675271398
Lgals1	488.266232382311	301.935200697296	475.95690327374	832.298860926325	1174.78726382963	1773.97874647196
Tnfrsf1b	74.246669357104	25.8506164980562	32.4278329702987	166.861848929674	178.026167841586	158.046780976424
Id1	42.7862162396871	34.1228137774341	30.3357147141504	78.4049651597262	119.611331518566	140.314703110777
Nfe2l2	392.626454905364	290.560929438151	325.324388831062	662.421436413585	851.187614992583	581.303770030361
Cavin1	339.772893668103	146.831501708959	193.520938693718	541.798413090929	775.155605810239	726.24423258435
Rph3a	3651.92939786976	4165.05133016681	3662.25300738761	2517.00041999942	2100.15244875621	2538.77097441642
Odc1	4583.1588101453	4136.09863968898	4098.45966379453	6235.20511392028	5880.42685651739	6289.49092295449
Fgfrl1	332.222384919923	242.995795081728	278.251728067725	548.834756118084	622.164367821376	477.224182558082
Fibcd1	593.973354856832	971.983180326911	1035.59853679341	250.292773394511	242.931541533831	425.569868775543
Mapkapk3	83.0555962299808	97.1983180326911	105.651971935489	176.913767539895	206.769976191009	188.885177264507
Hmgb2	198.830063702075	256.438115660717	247.916013353574	390.014442076587	424.666587872117	446.385786269999
Sdc1	280.627241807359	256.438115660717	262.560841146612	402.076744408853	501.625816678635	477.224182558082
Ezr	1035.67811662537	738.293607184484	984.341639517778	1530.90720433671	2035.24707506396	2504.84873849953
Lcp1	149.751756838905	109.606613951758	131.803450137343	277.432953642108	326.381307709574	232.829891975025
NA	83.0555962299808	134.423205789892	175.737933516458	44.2284418849738	41.7248830878717	26.9835967520725
Cybb	28.9436168680236	29.9867151377451	31.3817738422246	98.5088023801689	108.484696028466	66.3025520193781
Itgb5	648.08533421879	324.683743215585	430.976360766551	994.134750550888	1236.91097864935	1764.72722758554
Sez6	5174.61532875274	6086.26914830234	5676.96288805843	3524.20266474359	3220.23375475952	2390.74667223362
Ppic	140.942829966028	93.0622193930022	105.651971935489	211.090290814648	263.330373265679	279.858446314352
Hcls1	32.7188712421137	24.8165918381339	36.6120694825954	97.5036105191467	107.557476404292	72.4702312769946
Gm19935	70.471414983014	65.1435535751015	74.2701980932649	165.856657068652	204.915536942659	131.063184224352
Slc13a3	211.414244949042	216.111153923749	190.382761309496	525.715343314575	656.471493915848	337.680439354507
Decr1	66.696160608924	52.7352576560346	78.4544346055615	144.747627987187	179.880607089936	140.314703110777
Plxnb2	2684.20585997802	2603.67409368422	2542.96974034827	3634.77376945603	4116.85513133668	4678.18471690216
Tspo	42.7862162396871	51.7012329961123	52.3029564037076	94.4880349360803	170.608410848187	204.304375408549
Rhoj	98.1566137263409	52.7352576560346	67.9938433248199	144.747627987187	306.909695601901	326.116040746476
Col4a5	556.220811115932	290.560929438151	446.667247687663	849.387122563701	1331.48738031519	1120.97570507181
Snhg11	3138.49480299352	5753.31320780738	5605.83086734939	1938.00990805067	1786.75221578508	2378.41131371839
Hspb8	207.638990574952	158.205772968104	216.53423951135	322.666587388104	493.280840061061	474.911302836475
Crb2	188.762718704502	116.844786571214	161.09310572342	290.500447835396	388.505022529294	496.498180238134
Sdc4	435.412671145051	386.72522281092	574.28646131271	906.683058641962	1259.16424962955	853.452617272692
B2m	1552.8879658757	1127.08687931525	1410.08770464396	2142.06385583816	2586.94275144805	2484.80378091227
Gsn	325.93029429644	214.043104603905	287.666260220392	491.538820039822	681.506423768571	938.25820706492
Ifitm3	317.121367423563	152.00162500857	218.626357767498	566.928209616482	798.336096414612	515.001218010983
Rsph4a	459.322615514288	367.078754272397	390.180054771659	647.343558498253	665.743690157597	788.691985067718
Plin3	75.5050874818007	70.3136768747127	92.0532032705255	148.768395431275	192.861681828385	166.527339955647
Carmil1	869.566924165405	901.669503452199	902.749027527994	1312.7805704949	1213.73048804498	1272.85480679062
Serpine2	1808.34684518913	1346.30010721876	1599.42440682538	2669.78958287478	2710.26296146331	2463.98786341782
Ccdc80	215.189499323132	162.341871607793	230.133008176314	370.915796717166	510.898012920385	806.424062933366
Ms4a7	28.9436168680236	23.7825671782117	30.3357147141504	98.5088023801689	123.320210015265	60.9058326689636
Fcrls	71.7298331077107	77.5518494941685	51.2568972756335	235.214895479179	230.877686419557	124.895504966735
Col16a1	179.953791831625	230.587499162661	266.745077658909	399.061168825786	445.065419603965	427.882748497149
Col6a2	182.470628081018	126.151008510514	147.494337058456	265.370651309843	322.672429212875	304.529163344818
C1qc	96.8981956016443	70.3136768747127	87.8689667582289	293.516023418462	259.62149476898	149.566221997202
Shroom3	352.35707491507	270.914460899628	325.324388831062	493.549203761866	663.889250909248	757.853588779635
Id3	122.066558095578	120.980885210903	161.09310572342	266.375843170865	425.593807496291	268.294047706321
Laptm5	128.358648719061	105.470515312069	88.915025886303	296.531599001529	358.833994555697	188.114217357305
Pqlc3	94.3813593522509	66.1775782350238	78.4544346055615	157.815122180475	231.804906043732	167.298299862849
Rasgrp1	1438.3719165283	1588.26187764057	1162.17169129038	816.215791149971	871.586446724431	809.507902562174
Pex5l	1203.04772721002	1491.06355960788	1429.96282807737	917.740169113206	724.158526480618	824.156140799014
Colec12	247.908370565246	81.6879481338574	153.7706918269	424.190965351339	562.822311874181	595.952008267201
Gem	51.5951431125638	31.0207397976674	44.9805425071886	90.4672674919918	117.756892270216	123.353585152331
Fkbp10	186.245882455108	132.355156470048	190.382761309496	296.531599001529	434.866003738041	609.058326689636
Kcnab1	1152.71100222216	1286.32667694327	1149.61898175349	806.163872539749	856.750932737632	794.088704418133
Ucp2	67.9545787336207	50.6672083361901	91.0071441424513	132.685325654921	240.149882661306	236.684691511036
Adamtsl4	56.6288156113505	69.2796522147905	57.5332520440784	125.648982627766	138.155724002064	118.727825709119
Ms4a6d	16.3594356210568	18.6124438786004	15.6908869211123	59.3063198003058	79.7408876790437	43.173754803316
Cdc42bpg	212.672663073739	183.022364806238	205.027589102534	323.671779249126	411.685513133668	331.51276009689
Tcn2	206.380572450255	118.912835891058	160.047046595345	293.516023418462	397.777218771044	464.888824042849
Frmpd4	4495.06954141654	5094.63949943691	5289.92101067099	3277.93065879317	3563.30501570424	3031.41435511854
Ccn5	56.6288156113505	7.23817261945572	12.5527095368898	114.591872156523	355.125116058997	258.271568912694
Cd72	25.1683624939336	9.30622193930022	12.5527095368898	63.3270872443943	81.5953269273936	50.1123939681346
Cdkn2b	98.1566137263409	80.6539234739352	108.790149319712	183.95011056705	256.839835896455	477.995142465284
Tmbim1	200.088481826772	153.035649668492	176.783992644532	278.43814550313	431.157125241341	497.269140145336
Itgb8	698.422059206657	799.301062119896	924.716269217551	1287.65077396935	1471.49754356561	1996.01519974616
Vax1	65.4377424842273	33.0887891175119	32.4278329702987	10.0519186102213	4.63609812087463	9.25151888642485
S100a11	332.222384919923	122.014909870825	233.271185560536	478.471325846535	879.004203717831	941.342046693728
Eln	430.378998646264	444.630603766566	485.371435426407	630.255296860876	1828.47709887296	2205.71629450512
Cdh26	18.8762718704502	16.5443945587559	14.6448277930381	43.2232500239516	63.050934443895	54.738153411347
Snx8	653.119006717576	780.688618241296	694.583261041238	1140.89276226012	1048.68539494184	1392.35359240694
Crtap	110.740794973308	113.742712591447	137.033745777714	208.074715231581	300.419158232676	466.430743857253
C1qb	94.3813593522509	66.1775782350238	71.1320207090424	283.464104808241	293.928620863452	129.521264409948
Nrxn3	3882.21991468925	2988.33126717529	3158.05250765587	2112.91329186852	2127.96903748146	2173.33597840264
Efemp1	59.1456518607439	47.5651343564233	60.6714294283009	96.4984186581246	182.662265962461	180.404618285285
Hapln1	4024.42116277998	2602.64006902429	2344.21850601418	1375.10246587828	1465.00700619638	1576.61301022823
Ptpn14	318.37978554826	179.920290826471	236.409362944759	432.232500239516	597.129437968653	708.512154718703
Col4a1	4443.47439830397	2527.15626884997	2832.72811882481	6148.75861387238	6768.70325647697	7438.99214459278
Ephx1	1204.30614533472	855.138393755698	1130.78991744816	1807.33496611779	2232.74485501322	1728.49211194704
Serpinh1	1252.1260340732	609.040524694203	918.439914449106	1724.90923351398	2580.45221407882	2463.21690351062
Vamp5	20.1346899951469	17.5784192186782	11.5066504088157	42.2180581629295	59.3420559471953	70.9283114625905
Fam114a1	123.324976220275	71.347701534635	101.467735423193	176.913767539895	267.966471386554	307.613002973626
Wls	1271.00230594365	1111.57650941641	1456.11430627922	1876.69320452832	3089.49578775086	3854.02857610315
Cdc42ep1	90.6061049781609	47.5651343564233	79.5004937336356	145.752819848209	201.206658445959	195.823816429326
Tfrc	11449.0880984904	10985.4779870139	10330.8799488603	7985.24414395981	7832.22416540561	6763.63126588377
Fzd6	81.7971781052841	68.2456275548682	93.0992623985996	145.752819848209	250.34929852723	469.514583486061
Fcer1g	40.2693799902937	25.8506164980562	33.4738920983729	118.612639600612	119.611331518566	65.531592112176
Icam1	230.290516819492	109.606613951758	144.356159674233	345.786000191613	496.062498933586	379.312274343419
Serping1	79.2803418558908	53.7692823159568	82.6386711178581	152.789162875364	185.443924834985	140.314703110777
Ston1	71.7298331077107	44.4630603766566	66.9477841967458	115.597064017545	155.772896861388	160.359660698031
Clec4a2	7.55050874818007	10.3402465992225	4.18423651229661	26.1349883865754	46.3609812087463	39.3189552673056
Lrig1	943.813593522509	718.647138645961	791.866759952134	1383.14400076645	1427.91822122939	1198.84265569922
Serhl	44.0446343643838	50.6672083361901	56.4871929160043	126.654174488789	120.53855114274	93.2861487714505
Srebf1	1176.62094659139	935.792317229633	995.848289926594	1576.1408380827	1751.51787006644	1518.79101718808
Lyz2	683.321041710297	373.282902231931	599.39188038649	1636.45234974403	2121.47850011223	907.419810776837
C3	424.086908022781	132.355156470048	261.514782018538	1269.55732047095	1058.88481080777	594.410088452796
Msrb3	72.9882512324074	39.2929370770454	72.1780798371166	111.576296573457	237.368223788781	323.80316102487
Tmem241	330.963966795226	299.867151377451	305.449265397653	524.710151453553	598.983877217003	447.156746177201
Mmp11	69.2129968583173	26.8846411579784	40.796305994892	135.700901237988	143.719041747114	117.956865801917
Slc16a6	1039.45337099946	931.656218589944	945.637451779034	1309.76499491184	1429.77266047774	1392.35359240694
Dnase2a	27.6851987433269	26.8846411579784	29.2896555860763	72.3738139935935	71.3959110614694	62.4477524833677
Gm38426	27.6851987433269	26.8846411579784	29.2896555860763	72.3738139935935	71.3959110614694	62.4477524833677
Spi1	22.6515262445402	12.408295919067	6.27635476844492	67.3478546884828	72.3231306856443	43.173754803316
Tnfrsf10b	157.302265587085	104.436490652147	142.264041418085	220.137017563847	337.507943199673	414.776430074714
P2ry6	16.3594356210568	12.408295919067	7.32241389651907	48.2492093290623	43.5793223362216	39.3189552673056
Rassf4	181.212209956322	98.2323426926134	140.171923161936	361.869069967967	407.976634636968	248.249090119067
Kctd11	21.3931081198435	16.5443945587559	21.9672416895572	43.2232500239516	73.2503503098192	72.4702312769946
Vav1	18.8762718704502	19.6464685385227	10.4605912807415	83.4309244648369	73.2503503098192	38.5479953601035
Pdpn	341.0313117928	152.00162500857	240.593599457055	451.331145598937	881.785862590355	727.015192491553
Zfp36l2	153.527011212995	97.1983180326911	131.803450137343	213.100674536692	293.928620863452	324.574120932072
Notch3	239.099443692369	242.995795081728	259.42266376239	394.035209520675	440.42932148309	358.496356848963
NA	52.8535612372605	70.3136768747127	55.4411337879301	24.1246046645312	23.1804906043732	16.1901580512435
Cald1	1303.72117718576	679.354201568916	983.295580389704	1608.30697763541	2801.13048463245	3413.81046909077
C1ra	28.9436168680236	21.7145178583672	31.3817738422246	67.3478546884828	88.0858642966181	63.2187123905698
Gusb	129.617066843758	98.2323426926134	137.033745777714	224.157785007935	261.475934017329	208.930134851761
Tnc	411.502726775814	236.791647122194	343.107394008322	511.642657260265	1026.43212396164	1242.01641050254
Tpm2	17.6178537457535	6.20414795953348	15.6908869211123	35.1817151357746	68.6142521889446	114.873026173109
Syde1	72.9882512324074	47.5651343564233	76.3623163494132	122.6334070447	156.700116485563	195.823816429326
Pld4	22.6515262445402	23.7825671782117	29.2896555860763	64.3322791054164	119.611331518566	61.6767925761657
Anxa3	152.268593088298	44.4630603766566	72.1780798371166	192.996837316249	405.194975764443	689.238157038651
Ppfibp2	56.6288156113505	57.9053809556458	59.6253703002267	95.4932267971025	150.209579116338	168.069259770051
Gltp	271.818314934483	277.118608859162	262.560841146612	385.993674632498	468.245910208338	418.631229610724
Lypd1	679.545787336207	2150.77129263827	1964.49904252326	642.317599193142	398.704438395219	290.651885015181
Pbxip1	1033.16128037597	715.545064666194	1041.87489156186	1587.19794855395	1982.39555648599	1537.29405496093
Nxn	392.626454905364	258.506164980562	329.508625343358	506.616697955154	679.651984520221	733.953831656371
Tubb6	181.212209956322	125.116983850592	131.803450137343	235.214895479179	317.109111467825	316.093561952849
Ctsz	263.009388061606	115.810761911292	165.277342235716	462.38825607018	533.151283900583	370.060755456994
Parp3	134.650739342545	96.1642933727689	128.665272753121	195.007221038293	250.34929852723	297.590524179999
Man2b2	335.997639294013	192.328586745538	230.133008176314	438.263651405649	587.857241726904	844.201098386267
Ltbr	138.425993716635	99.2663673525356	140.171923161936	232.199319896112	260.548714393154	216.639733923782
Ctnna1	763.859801690884	650.401511091093	846.26183461199	1060.47741337835	1484.47861830406	1603.59660698031
Ccnd1	2304.16358631962	1574.81955706158	2206.13870110839	3131.17264708394	5053.34695175335	3916.47632858652
Rhog	104.448704349824	104.436490652147	88.915025886303	162.841081485585	186.37114445916	233.600851882227
Cyba	57.8872337360472	53.7692823159568	52.3029564037076	140.726860543098	177.098948217411	92.5151888642485
Anpep	28.9436168680236	7.23817261945572	11.5066504088157	56.2907442172394	70.4686914372944	74.7831109986008
Cx3cr1	11.3257631222701	11.3742712591447	2.09211825614831	65.3374709664385	80.6681073032186	26.9835967520725
Gpx8	184.987464330412	153.035649668492	236.409362944759	309.599093194816	436.720442986391	587.471449287978
Necab1	1138.86840285049	657.639683710549	645.418482021752	1815.37650100597	1983.32277611017	1449.40462553989
Adgre5	64.1793243595306	75.483800174324	87.8689667582289	160.830697763541	168.753971599837	129.521264409948
Ccl9	49.0783068631705	27.9186658179006	26.1514782018538	68.3530465495049	119.611331518566	135.688943667564
Cst3	9376.47344711495	8794.3797326387	9875.84422814808	13042.3643967622	12734.4343184184	12064.7515878052
ND6	2268.92787882811	2891.1329491426	3027.2951166466	1481.65280314662	1656.01424877642	954.448365116163
Tor3a	134.650739342545	96.1642933727689	150.632514442678	215.111058258736	266.112032138204	279.858446314352
Col4a6	159.819101836478	107.538564631914	151.678573570752	338.749657164458	433.011564489691	223.5783730886
Fyb	41.5277981149904	23.7825671782117	20.9211825614831	91.4724593530139	128.883527760315	63.2187123905698
Oaf	88.0892687287675	75.483800174324	100.421676295119	145.752819848209	174.317289344886	187.343257450103
Ptpn6	41.5277981149904	42.3950110568121	34.519951226447	87.4516919089254	111.266354900991	77.0959907202071
Ly9	17.6178537457535	12.408295919067	10.4605912807415	44.2284418849738	84.3769857999183	37.7770354529015
Nfatc1	86.8308506040708	63.075504255257	61.717488556375	138.716476821054	151.136798740513	130.29222431715
Nrsn2	99.4150318510376	113.742712591447	111.928326703934	56.2907442172394	57.4876166988455	53.9671935041449
Stk17b	88.0892687287675	66.1775782350238	76.3623163494132	127.659366349811	161.336214606437	189.656137171709
